Edge1-Edge2	KappaScore
GO:0034654 (term-term) GO:0016070	0.6076780239236516
GO:0034654 (term-term) GO:0018130	0.9449497367161321
GO:0034654 (term-term) GO:0019219	0.7866419294990725
GO:0034654 (term-term) GO:0019222	0.6720086921091947
GO:0034654 (term-term) GO:0019438	0.9597294872075464
GO:0034654 (term-term) GO:0031323	0.7326886869203412
GO:0034654 (term-term) GO:0031326	0.7618094946689575
GO:0034654 (term-term-ontology) GO:0006139	2.0
GO:0034654 (term-term-ontology) GO:0018130	2.0
GO:0034654 (term-term-ontology) GO:0019438	2.0
GO:0036293 (term-term) GO:0001666	0.9698657058630856
GO:0036293 (term-term-ontology) GO:0001666	2.0
GO:0043170 (term-term) GO:0006139	0.460093896713615
GO:0043170 (term-term) GO:0009059	0.5326203208556152
GO:0043170 (term-term) GO:0010467	0.5511190689346464
GO:0043170 (term-term) GO:0016070	0.496113074204947
GO:0043170 (term-term-ontology) GO:0009059	2.0
GO:0043170 (term-term-ontology) GO:0010467	2.0
GO:0043170 (term-term-ontology) GO:0010604	2.0
GO:0043170 (term-term-ontology) GO:0010605	2.0
GO:0045892 (term-term) GO:0009892	0.7798165137614683
GO:0045892 (term-term) GO:0010605	0.8262548262548263
GO:0045892 (term-term) GO:0031324	0.8600000000000005
GO:0045892 (term-term) GO:0031327	0.9154334038054974
GO:0045892 (term-term-ontology) GO:0006351	2.0
GO:0045892 (term-term-ontology) GO:0006355	2.0
GO:0045893 (term-term) GO:0010557	0.9718413320274243
GO:0045893 (term-term) GO:0010604	0.919692737430168
GO:0045893 (term-term) GO:0031328	0.9718413320274243
GO:0045893 (term-term-ontology) GO:0006351	2.0
GO:0045893 (term-term-ontology) GO:0006355	2.0
GO:0045926 (term-term) GO:0004540	0.45333211445287463
GO:0045934 (term-term) GO:0009892	0.8220502901353965
GO:0045934 (term-term) GO:0010605	0.8318440292445166
GO:0045934 (term-term) GO:0031324	0.9033613445378156
GO:0045934 (term-term) GO:0031327	0.8777137793531243
GO:0045934 (term-term) GO:0045892	0.9560439560439563
GO:0045934 (term-term-ontology) GO:0006139	2.0
GO:0045934 (term-term-ontology) GO:0019219	2.0
GO:0045934 (term-term-ontology) GO:0031324	2.0
GO:0045935 (term-term) GO:0010557	0.9451008473564868
GO:0045935 (term-term) GO:0010604	0.947733212134985
GO:0045935 (term-term) GO:0031328	0.9451008473564868
GO:0045935 (term-term) GO:0045893	0.9718413320274243
GO:0045935 (term-term-ontology) GO:0006139	2.0
GO:0045935 (term-term-ontology) GO:0019219	2.0
GO:0046164 (term-term) GO:0008202	0.8213493120284064
GO:0046164 (term-term) GO:0016125	0.8661233993015139
GO:0046688 (term-term) GO:0010038	0.6885880077369431
GO:0046688 (term-term-ontology) GO:0010038	2.0
GO:0048519 (term-term) GO:0009892	0.7549933422103863
GO:0048519 (term-term) GO:0010605	0.7101369863013701
GO:0048519 (term-term) GO:0031324	0.6787709497206702
GO:0048519 (term-term) GO:0031327	0.6293525179856115
GO:0048519 (term-term) GO:0045892	0.5586206896551726
GO:0048519 (term-term) GO:0045926	0.4406400000000002
GO:0048519 (term-term) GO:0045934	0.5947136563876655
GO:0048519 (term-term-ontology) GO:0009892	2.0
GO:0048519 (term-term-ontology) GO:0045926	2.0
GO:0048522 (term-term) GO:0010557	0.923435419440746
GO:0048522 (term-term) GO:0010604	0.9756045820958847
GO:0048522 (term-term) GO:0031328	0.923435419440746
GO:0048522 (term-term) GO:0045893	0.8955020445252163
GO:0048522 (term-term) GO:0045935	0.923435419440746
GO:0050794 (term-term) GO:0003700	0.5597310026950104
GO:0050794 (term-term) GO:0006351	0.7531325104417015
GO:0050794 (term-term) GO:0006355	0.7728395061728395
GO:0050794 (term-term) GO:0009059	0.5698495419013198
GO:0050794 (term-term) GO:0010467	0.5591942170281026
GO:0050794 (term-term) GO:0010468	0.755805548025662
GO:0050794 (term-term) GO:0016070	0.55237606398905
GO:0050794 (term-term) GO:0018130	0.6086244776633782
GO:0050794 (term-term) GO:0019219	0.7902931687473698
GO:0050794 (term-term) GO:0019222	0.7893490595541258
GO:0050794 (term-term) GO:0019438	0.6214565692877408
GO:0050794 (term-term) GO:0031323	0.8525877263259092
GO:0050794 (term-term) GO:0031326	0.8189353770636042
GO:0050794 (term-term) GO:0034654	0.6563619185727154
GO:0050794 (term-term-ontology) GO:0031323	2.0
GO:0050794 (term-term-ontology) GO:0048522	2.0
GO:0051171 (term-term) GO:0003700	0.6971345146423154
GO:0051171 (term-term) GO:0006139	0.46151336621313016
GO:0051171 (term-term) GO:0006351	0.9061870650317383
GO:0051171 (term-term) GO:0006355	0.9288201160541587
GO:0051171 (term-term) GO:0009059	0.7028553910834722
GO:0051171 (term-term) GO:0010467	0.6915623039820042
GO:0051171 (term-term) GO:0010468	0.9049771556333236
GO:0051171 (term-term) GO:0016070	0.6849881000493959
GO:0051171 (term-term) GO:0018130	0.6921925327768453
GO:0051171 (term-term) GO:0019219	0.9470777726645191
GO:0051171 (term-term) GO:0019222	0.9175154210299813
GO:0051171 (term-term) GO:0019438	0.7055798111870529
GO:0051171 (term-term) GO:0031323	0.9886017295636446
GO:0051171 (term-term) GO:0031326	0.9652208977040754
GO:0051171 (term-term) GO:0034654	0.7423149639380997
GO:0051171 (term-term) GO:0050794	0.8414558489005307
GO:0051171 (term-term-ontology) GO:0019219	2.0
GO:0051171 (term-term-ontology) GO:0019222	2.0
GO:0051172 (term-term) GO:0009892	0.8808290155440412
GO:0051172 (term-term) GO:0010605	0.8930564166150029
GO:0051172 (term-term) GO:0031324	0.9632000000000002
GO:0051172 (term-term) GO:0031327	0.9419875567513034
GO:0051172 (term-term) GO:0045892	0.8962655601659756
GO:0051172 (term-term) GO:0045934	0.9399477806788515
GO:0051172 (term-term) GO:0048519	0.6461538461538461
GO:0051172 (term-term-ontology) GO:0009892	2.0
GO:0051172 (term-term-ontology) GO:0045934	2.0
GO:0051172 (term-term-ontology) GO:0051171	2.0
GO:0051173 (term-term) GO:0010557	0.947733212134985
GO:0051173 (term-term) GO:0010604	1.0
GO:0051173 (term-term) GO:0031328	0.947733212134985
GO:0051173 (term-term) GO:0045893	0.919692737430168
GO:0051173 (term-term) GO:0045935	0.947733212134985
GO:0051173 (term-term) GO:0048522	0.9756045820958847
GO:0051173 (term-term-ontology) GO:0045935	2.0
GO:0051173 (term-term-ontology) GO:0051171	2.0
GO:0060255 (term-term) GO:0003700	0.6426040019628156
GO:0060255 (term-term) GO:0006139	0.457900586364159
GO:0060255 (term-term) GO:0006351	0.8468859411213571
GO:0060255 (term-term) GO:0006355	0.868244084682441
GO:0060255 (term-term) GO:0009059	0.6726472871560425
GO:0060255 (term-term) GO:0010467	0.7694210997824324
GO:0060255 (term-term) GO:0010468	0.9891232384375296
GO:0060255 (term-term) GO:0016070	0.6957135297230553
GO:0060255 (term-term) GO:0018130	0.6417764328942684
GO:0060255 (term-term) GO:0019219	0.8749258453628632
GO:0060255 (term-term) GO:0019222	0.9785567779228045
GO:0060255 (term-term) GO:0019438	0.6547784398942607
GO:0060255 (term-term) GO:0031323	0.9059598826302372
GO:0060255 (term-term) GO:0031326	0.9045549968266368
GO:0060255 (term-term) GO:0034654	0.690338186299119
GO:0060255 (term-term) GO:0050794	0.7670702615114552
GO:0060255 (term-term) GO:0051171	0.9166142988350171
GO:0060255 (term-term-ontology) GO:0010468	2.0
GO:0060255 (term-term-ontology) GO:0010604	2.0
GO:0060255 (term-term-ontology) GO:0010605	2.0
GO:0060255 (term-term-ontology) GO:0019222	2.0
GO:0060255 (term-term-ontology) GO:0043170	2.0
GO:0070887 (term-term) GO:0006979	0.4707964601769906
GO:0071731 (term-term) GO:0010035	0.534143518518518
GO:0071731 (term-term) GO:0019432	0.7433513111400409
GO:0071731 (term-term) GO:0036293	0.41555495053997576
GO:0071731 (term-term-ontology) GO:0010035	2.0
GO:0080090 (term-term) GO:0003700	0.6971345146423154
GO:0080090 (term-term) GO:0006139	0.46151336621313016
GO:0080090 (term-term) GO:0006351	0.9061870650317383
GO:0080090 (term-term) GO:0006355	0.9288201160541587
GO:0080090 (term-term) GO:0009059	0.7028553910834722
GO:0080090 (term-term) GO:0010467	0.6915623039820042
GO:0080090 (term-term) GO:0010468	0.9049771556333236
GO:0080090 (term-term) GO:0016070	0.6849881000493959
GO:0080090 (term-term) GO:0018130	0.6921925327768453
GO:0080090 (term-term) GO:0019219	0.9470777726645191
GO:0080090 (term-term) GO:0019222	0.9175154210299813
GO:0080090 (term-term) GO:0019438	0.7055798111870529
GO:0080090 (term-term) GO:0031323	0.9886017295636446
GO:0080090 (term-term) GO:0031326	0.9768139318027169
GO:0080090 (term-term) GO:0034654	0.7423149639380997
GO:0080090 (term-term) GO:0050794	0.8414558489005307
GO:0080090 (term-term) GO:0051171	0.9885375395579478
GO:0080090 (term-term) GO:0060255	0.9166142988350171
GO:0080090 (term-term-ontology) GO:0019219	2.0
GO:0080090 (term-term-ontology) GO:0019222	2.0
GO:0090304 (term-term) GO:0003700	0.4329363594338167
GO:0090304 (term-term) GO:0006139	0.8249985733579351
GO:0090304 (term-term) GO:0006351	0.6395060682439158
GO:0090304 (term-term) GO:0006355	0.6185007974481659
GO:0090304 (term-term) GO:0009059	0.497514631604265
GO:0090304 (term-term) GO:0010467	0.5778722046003153
GO:0090304 (term-term) GO:0010468	0.5928101308006333
GO:0090304 (term-term) GO:0016070	0.8743474565982761
GO:0090304 (term-term) GO:0018130	0.4907990413129139
GO:0090304 (term-term) GO:0019219	0.6245176610270109
GO:0090304 (term-term) GO:0019222	0.5856628152565535
GO:0090304 (term-term) GO:0019438	0.5033915222129428
GO:0090304 (term-term) GO:0031323	0.5851771071451041
GO:0090304 (term-term) GO:0031326	0.5924136621590261
GO:0090304 (term-term) GO:0034654	0.5373278321735739
GO:0090304 (term-term) GO:0043170	0.5961990950226245
GO:0090304 (term-term) GO:0050794	0.4648870385109901
GO:0090304 (term-term) GO:0051171	0.5940238290361216
GO:0090304 (term-term) GO:0060255	0.6031680039911861
GO:0090304 (term-term) GO:0080090	0.5940238290361216
GO:0090304 (term-term-ontology) GO:0006139	2.0
GO:0090304 (term-term-ontology) GO:0016070	2.0
GO:0090304 (term-term-ontology) GO:0043170	2.0
GO:0098754 (term-term) GO:0070887	0.5522123893805311
GO:0140110 (term-term) GO:0003700	0.9595269937354823
GO:0140110 (term-term) GO:0006351	0.7784976361407812
GO:0140110 (term-term) GO:0006355	0.8017830609212482
GO:0140110 (term-term) GO:0009059	0.519096738221355
GO:0140110 (term-term) GO:0010467	0.5013009540329573
GO:0140110 (term-term) GO:0010468	0.688211690705997
GO:0140110 (term-term) GO:0016070	0.5566692367000768
GO:0140110 (term-term) GO:0018130	0.5724907063197028
GO:0140110 (term-term) GO:0019219	0.7842401500938084
GO:0140110 (term-term) GO:0019222	0.6593313584426577
GO:0140110 (term-term) GO:0019438	0.5846732300994407
GO:0140110 (term-term) GO:0031323	0.7237893090543484
GO:0140110 (term-term) GO:0031326	0.7560346310417978
GO:0140110 (term-term) GO:0034654	0.6185640659284586
GO:0140110 (term-term) GO:0050794	0.5929507951542946
GO:0140110 (term-term) GO:0051171	0.7343512310552706
GO:0140110 (term-term) GO:0060255	0.6784254678425466
GO:0140110 (term-term) GO:0080090	0.7343512310552706
GO:0140110 (term-term) GO:0090304	0.4610398142875913
GO:0140110 (term-term-ontology) GO:0003700	2.0
GO:0140110 (term-term-ontology) GO:0006355	2.0
GO:1901362 (term-term) GO:0003700	0.49913603332781015
GO:1901362 (term-term) GO:0006139	0.5437813507276229
GO:1901362 (term-term) GO:0006351	0.7227245328511152
GO:1901362 (term-term) GO:0006355	0.700393037619315
GO:1901362 (term-term) GO:0009059	0.550522504731342
GO:1901362 (term-term) GO:0010467	0.47371646883363655
GO:1901362 (term-term) GO:0010468	0.6044152225028303
GO:1901362 (term-term) GO:0016070	0.5154561762129239
GO:1901362 (term-term) GO:0018130	0.9469312413474851
GO:1901362 (term-term) GO:0019219	0.6863122121361177
GO:1901362 (term-term) GO:0019222	0.5780636249838134
GO:1901362 (term-term) GO:0019438	0.9321719714363955
GO:1901362 (term-term) GO:0031323	0.6357477509183292
GO:1901362 (term-term) GO:0031326	0.6631233217194471
GO:1901362 (term-term) GO:0034654	0.8921959221935787
GO:1901362 (term-term) GO:0050794	0.5627284057542408
GO:1901362 (term-term) GO:0051171	0.6448189900505196
GO:1901362 (term-term) GO:0060255	0.5955802544175748
GO:1901362 (term-term) GO:0080090	0.6448189900505196
GO:1901362 (term-term) GO:0090304	0.44523728166268006
GO:1901362 (term-term) GO:0140110	0.5300831337184728
GO:1901362 (term-term-ontology) GO:0006694	2.0
GO:1901362 (term-term-ontology) GO:0034654	2.0
GO:1901698 (term-term) GO:0010035	0.5083643122676577
GO:1901698 (term-term) GO:0019432	0.6835769561478933
GO:1901698 (term-term) GO:0071731	0.9263410728582852
GO:1901698 (term-term-ontology) GO:0071731	2.0
GO:1901700 (term-term) GO:0010035	0.6694346854040241
GO:1901700 (term-term) GO:0019432	0.5568969946057021
GO:1901700 (term-term) GO:0071731	0.691388143449621
GO:1901700 (term-term) GO:1901698	0.6527293844367007
GO:1901700 (term-term-ontology) GO:0071731	2.0
GO:1902652 (term-term) GO:0008202	0.8503253796095444
GO:1902652 (term-term) GO:0016125	0.895454545454546
GO:1902652 (term-term) GO:0046164	0.8661233993015139
GO:2001057 (term-term) GO:0071941	0.8387850467289728
