"C5_Fe_NO_1" "C5_Fe_NO_2" "C5_Fe_YES_1" "C5_Fe_YES_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C6_Fe_YES_1" "C6_Fe_YES_2"
"Rv1408" 0.465130240591106 0.451707559098968 -0.167486000146967 0.26670482078707 -0.220220802019958 -0.696616997670116 -0.0628742138572154 -0.0363446067828876
"Rv1417" 0.832592087921599 0.724354604080083 -0.0891257959453435 0.358198090441018 -1.30064344907107 -0.256303242930615 -0.176903345636 -0.0921689488596762
"Rv1418" 0.549999085667095 0.309073618248076 -0.0894909164984679 0.103171763714254 -0.554901033314432 -0.304171670600738 0.189436939025716 -0.203117786241502
"Rv1423" 0.708402325514361 0.803464592410763 -0.0610464570985467 0.210862274137089 -0.95624493101186 -0.555621986913262 0.116065404331347 -0.26588122136989
"Rv1426c" 1.58176190447786 1.3431009296487 0.679307405849637 1.12830209431397 -1.13765308399635 -1.78720975013021 -0.580087250405518 -1.22752224975809
"Rv1436" 1.54524147124734 1.1838225131699 0.846502890195696 1.07102665544604 -1.6880528521882 -1.04101113222905 -0.932531565814821 -0.984997979826914
"Rv1437" 1.9839567481343 1.73511358963297 0.913718528849118 1.1759764244774 -1.66391283361239 -2.05515750415487 -0.869086376445575 -1.22060857688094
"Rv1438" 1.7264505075342 1.29558460239534 0.819692099889889 1.00890324794691 -1.4515813549001 -1.57045375502944 -0.964403863557258 -0.864191484279537
"Rv1474c" 0.977175696152324 0.663908524698962 -0.20502036462794 0.129777628405243 -0.408220424079663 -1.23286379677162 0.00738813994041765 0.0678545962822796
"Rv1475c" 0.707821784423247 0.245884826472458 -0.117012946216914 0.135335500607885 -0.482676604874647 -0.471030006021058 0.145716986513721 -0.164039540904689
"Rv1484" 1.20436163374919 0.91213932657647 0.504241577880081 0.604234071635927 -0.944269116130032 -1.17223184419563 -0.523218626855989 -0.58525702266002
"Rv1485" 1.51069532673919 1.33430921504309 0.640924380356474 0.873440360558178 -1.98985959229648 -0.855144949485789 -0.751133641608067 -0.763231099306585
"Rv1508c" 1.0849771905599 0.691633970346465 0.334529635813094 0.578642096707762 -0.948381754757085 -0.828229406149282 -0.412513087528981 -0.500658644991875
"Rv1543" 1.0867340024749 0.725818329396759 0.366646114673109 0.666036639716575 -1.07808873505763 -0.734463596814024 -0.318018955788144 -0.714663798601539
"Rv1544" 1.16251748228095 1.18775291982705 0.38565920997452 0.793041839506238 -1.57128095993774 -0.778989442170264 -0.619743237218933 -0.558957812261824
"Rv1611" 1.51962553374116 1.29878264496133 0.932580616412503 1.11174555156573 -1.44121409682186 -1.37719408188062 -0.926774417101854 -1.11755175087638
"Rv1612" 2.20607568073476 1.98300094961718 1.30888100103612 1.672153678856 -2.16359093118171 -2.02548569917024 -1.16269882090071 -1.81833585899141
"Rv1613" 2.40924650048077 2.26070576625621 1.59842792177678 1.97152574789743 -2.73068258193387 -1.93926968480311 -1.7987116481778 -1.77124202149641
"Rv1614" 1.97419091485567 1.87913796035426 1.22622839459845 1.69759236279777 -2.14538589922033 -1.7079429759896 -1.50227799847962 -1.42154275891659
"Rv1664" 0.825701603265032 0.610065648407039 0.14717998183618 0.445588251566856 -0.787991036429927 -0.647776215242144 -0.165159595732373 -0.427608637670663
"Rv1695" 1.06178709151922 0.840969477238692 0.250164202734265 0.751746445883058 -0.848621149969152 -1.05413541878876 -0.40948174606588 -0.592428902551442
"Rv1700" 0.82270762765604 0.463222007093245 0.082808494470358 0.286631777635581 -0.44168925943506 -0.844240375314225 -0.240784995429154 -0.128655276676785
"Rv1701" 1.12168837943032 1.03212851076803 0.2317149440222 0.43699459502778 -1.12406847270774 -1.02974841749061 -0.401796054076173 -0.266913484973808
"Rv1717" 2.0166516034844 2.00116507911728 0.260379580017531 0.669298759742876 -2.11749674280217 -1.9003199397995 0.270439448754042 -1.20011778851445
"Rv1731" 0.689323226798106 0.533510966644322 0.0598380979717907 0.411146556715275 -0.571514629343982 -0.651319564098446 -0.111409919377511 -0.359574735309553
"Rv1751" 1.88414415741229 1.68069252297365 1.11782417409793 1.33554204152508 -2.23174198248155 -1.33309469790438 -1.12019541407664 -1.33317080154638
"Rv1770" 0.81581630892654 1.0092037135556 0.149525392913913 0.377847843253152 -0.414946610885969 -1.41007341159617 -0.575024969979517 0.0476517338124527
"Rv1836c" 0.689523988846059 0.700045756994097 -0.0408779434150759 0.383084158966087 -0.699900629543934 -0.689669116296222 -0.190435434852184 -0.151770780698829
"Rv1837c" 0.570470075895983 0.183800227899315 -0.181738033755961 0.159877995800482 -0.309713473377085 -0.444556830418216 0.0819744326527641 -0.0601143946972833
"Rv1884c" 1.59252306982166 1.36888098751908 0.77552770704297 1.0690126866477 -1.37850025759889 -1.58290379974184 -0.745876092675054 -1.09866430101562
"Rv1886c" 1.35304336861378 0.891698651697607 0.676102042960402 0.795942747517982 -1.06817147570577 -1.17657054460561 -0.69659055392657 -0.775454236551813
"Rv1919c" 1.22657719373636 1.11282660781944 0.440923970510019 0.749908228210968 -1.27829030227923 -1.06111349927657 -0.670375874393295 -0.520456324327691
"Rv1932" 1.8683119246266 1.47708094701013 1.00826393139454 1.11692263186233 -1.74520994444178 -1.60018292719495 -0.977777574935761 -1.14740898832111
"Rv2102" 1.34675196953338 1.12736406080891 0.408179690746248 0.806737751853497 -1.03731073644823 -1.43680529389406 -0.716208099508257 -0.498709343091488
"Rv2127" 1.03129715510515 0.497875950725931 0.255148044740824 0.38751831635383 -0.918531736292287 -0.610641369538793 -0.162497061216322 -0.480169299878331
"Rv2128" 0.893670898644115 0.671771012445963 0.0989560690216562 0.454276276353608 -0.943794136847143 -0.621647774242933 -0.0246689621163307 -0.528563383258933
"Rv2147c" 0.971047950877527 0.586575488407195 0.323150778116635 0.437249466267968 -0.679253293519061 -0.878370145765662 -0.192870434086029 -0.567529810298574
"Rv2150c" 0.687432513551227 0.689151480032333 0.228585187413797 0.422853313358216 -0.719639270403119 -0.65694472318044 -0.319963730569122 -0.33147477020289
"Rv2190c" 1.46561022404618 1.19115843860962 0.585994011953807 0.842146090432709 -1.44899546981256 -1.20777319284324 -0.447672866495043 -0.980467235891472
"Rv2228c" 1.54963559925083 1.38155708751269 0.702465614467485 1.05020262962239 -1.10247650906628 -1.82871617769724 -0.593823161408946 -1.15884508268093
"Rv2241" 1.31165161735808 1.090977457558 0.337402688077402 0.633249494227512 -1.19833209960423 -1.20429697531185 -0.488141782675663 -0.482510399629249
"Rv2284" 1.02387325219562 0.608842297802334 0.176635434962993 0.331433683229849 -0.379372232471216 -1.25334331752674 0.00897440914226966 -0.517043527335112
"Rv2290" 1.11403032949767 0.723883763495442 -0.125754211040148 0.0929521216141653 -0.493459696677101 -1.34445439631601 0.140483452679013 -0.10768136325303
"Rv2610c" 1.43807860461791 1.48177479796765 0.73431059356256 1.15401720464675 -1.35319792562918 -1.56665547695638 -1.00136653083099 -0.886961267378321
"Rv2692" 0.641657752051576 0.225855112645258 0.00782581362856138 -0.0279660266788317 -0.542344833849751 -0.325168030847083 0.170591954449704 -0.150451741399434
"Rv2812" 1.03956819963422 1.99530927345613 -0.408486472986953 0.509112599073973 -1.62602713804651 -1.40885033504384 -0.320478602480633 0.219852476393613
"Rv2858c" 1.42920299354458 1.24756003775088 0.667948092576471 0.882234128668797 -1.06860549265524 -1.60815753864021 -0.754979335176066 -0.795202886069202
"Rv2864c" 0.985630253688059 0.835910081372252 0.27784581000018 0.628352238524565 -0.47453996278915 -1.34700037227116 -0.506710621712695 -0.39948742681205
"Rv2937" 1.49672501957223 0.932829503993094 0.587598714549563 0.729097184742428 -1.09963617479839 -1.32991834876694 -0.664788468050145 -0.651907431241847
"Rv2942" 0.815491889176212 0.748065590484584 0.281210109386567 0.676449677717008 -0.739994738922849 -0.823562740737946 -0.464320202428047 -0.493339584675528
"Rv2953" 1.19613728628412 0.850056250825158 0.498832696358632 0.588350484652808 -0.851534946812528 -1.19465859029675 -0.309807993174381 -0.77737518783706
"Rv3011c" 1.33878302405819 1.54136774876776 0.279809068903629 0.860451367085758 -2.2689500836073 -0.611200689218652 -0.590801118626164 -0.549459317363222
"Rv3075c" 0.916482775112805 0.586370384673796 -0.10723119439386 0.0520421809762217 -0.665143241837168 -0.837709917949434 0.0419690812929758 0.0132199321246622
"Rv3099c" 0.469109948496865 0.100725150728601 -0.109056379889039 -0.0173464481822938 -0.384374847917702 -0.185460251307764 0.187283822001687 -0.0608809939303558
"Rv3145" 2.1224570951714 1.9306825379018 1.10502456849828 1.25510661299881 -1.95942203278724 -2.09371760028595 -1.19904219225594 -1.16108898924115
"Rv3146" 2.24352173204109 1.96761031916035 0.795188768625883 1.1056546368267 -2.36658171786627 -1.84455033333518 -0.862190027437364 -1.03865337801522
"Rv3147" 2.12189677964623 1.8622173860536 0.857576577545389 1.20820203468386 -1.79778495390727 -2.18632921179256 -1.0957607098081 -0.970017902421151
"Rv3148" 2.20997549028833 1.85811036674737 1.06171278305675 1.40814833992065 -1.64973825962903 -2.41834759740666 -1.21762703550352 -1.25223408747388
"Rv3149" 2.17274451829603 2.06737408789956 0.918745108964059 1.40464306940939 -2.3838177649052 -1.85630084129038 -1.20298765385789 -1.12040052451556
"Rv3150" 2.02098664871645 1.90780973612575 1.02906342395812 1.34973497116706 -1.97876404921588 -1.95003233562632 -1.05237747368376 -1.32642092144141
"Rv3151" 1.82369454604553 2.08308600421322 0.786610861393679 1.40315491829553 -2.40973911456514 -1.49704143569362 -1.22074098179428 -0.969024797894932
"Rv3152" 2.15468791841287 1.8349545246404 1.03683115199863 1.40656801127442 -2.24816293162546 -1.74147951142781 -1.23445107433814 -1.20894808893491
"Rv3153" 2.22878101036073 2.12212036584094 1.16917975061898 1.52186451535266 -2.28403908960217 -2.0668622865995 -1.42054966562908 -1.27049460034256
"Rv3154" 1.98518101199492 1.69868540077119 0.611740612564999 0.900024034955211 -2.18200759605566 -1.50185881671045 -0.603600330707626 -0.908164316812585
"Rv3156" 2.06116296558969 2.04718312041101 1.09352500892357 1.4866372335511 -2.03571080396979 -2.07263528203091 -1.20305492023837 -1.3771073222363
"Rv3157" 2.11202584199352 1.86394123511509 1.09787729766066 1.3729009078476 -2.22930251166981 -1.74666456543881 -1.30803631837226 -1.162741887136
"Rv3158" 1.53405098891104 1.25051291033645 0.91035156621909 1.17006030358373 -1.52694599215063 -1.25761790709686 -0.880842778196888 -1.19956909160594
"Rv3193c" 0.621198085275276 0.140777404464543 -0.0654480192577731 0.147646330935562 -0.304263331312105 -0.457712158427715 0.208346842761335 -0.290545154439123
"Rv3208A" 1.23670130502557 0.740839264070657 0.41616936683536 0.383223148070659 -1.03173641941032 -0.945804149685904 -0.509807311422877 -0.289585203483142
"Rv3213c" 0.772328180973065 0.243352198211735 -0.0430550820070525 0.161683972443633 -0.423536743941868 -0.59214363524293 0.0504550423785144 -0.169083932815093
"Rv3220c" 0.906313100078707 0.558531986185087 0.330041806683509 0.520874408261511 -0.9676730850774 -0.497172001186394 -0.334738756406895 -0.516177458538125
"Rv3224" 1.57659737494604 1.26563545068131 0.77146930498511 1.02653560763089 -1.27130931527522 -1.57092351035213 -0.809750487326422 -0.988254425289581
"Rv3256c" 1.16961323311384 1.3163689075578 0.543525168709997 0.864736964130916 -1.19414280316045 -1.29183933751119 -0.878100187617614 -0.5301619452233
"Rv3282" 1.91574348452096 1.65680388375083 1.09610394975611 1.18626585001075 -1.70135052408261 -1.87119684418919 -0.526410331001081 -1.75595946876578
"Rv3295" 0.567693278616443 0.24250136114981 -0.0899843397103819 0.0952432990398551 -0.576646941371939 -0.233547698394315 0.285607538471548 -0.29086649780102
"Rv3299c" 1.03017406223589 0.772153921730872 0.357172172614398 0.651330584042446 -1.11434079440086 -0.687987189565904 -0.3801689703624 -0.628333786294443
"Rv3306c" 0.565224581900883 0.634731211348602 -0.10734971325158 0.454726400461003 -0.603072469093978 -0.596883324155509 -0.257618589796172 -0.0897580974132524
"Rv3335c" 1.65791569854634 1.26145149411796 0.840397658094473 1.02514819414033 -1.48072864455443 -1.43863854810986 -1.09283239793864 -0.772713454296158
"Rv3336c" 1.46915828697749 1.08662640869287 0.602104542462 0.734862786200636 -1.12606466768579 -1.42972002798456 -0.539494111451819 -0.797473217210817
"Rv3339c" 0.416132619469489 0.108186396557746 -0.176995587479688 0.0473433997494048 -0.375655054428429 -0.148663961598806 0.180769092252296 -0.0511169045220141
"Rv3376" 1.68442697923981 1.25950053383226 0.656359584456567 0.829455257950668 -1.44273493673066 -1.50119257634142 -0.33677306532585 -1.14904177708138
"Rv3396c" 0.954447072198613 0.735901004059915 0.0116748562310436 0.316088290153197 -0.995290309494378 -0.695057766764152 -0.0231884554683912 -0.30457469091585
"Rv3400" 0.893118123040439 0.80594701135817 -0.104271829358912 0.287374878767173 -1.25530156806234 -0.443763566336267 0.146403711177219 -0.329506760585478
"Rv3401" 1.28486051766035 1.350445348003 0.455992221272597 0.969686801742118 -1.36671499851113 -1.26859086715223 -0.59234590457786 -0.833333118436855
"Rv3427c" 1.53817973816443 1.29553748551711 0.285974895721379 0.613281608048435 -1.33193545178748 -1.50178177189406 -0.223538897908089 -0.675717605861725
"Rv3432c" 0.967392333124677 0.746509248372332 0.220639417711022 0.54444868189874 -1.08604324200174 -0.627858339495273 -0.0708558824460326 -0.69423221716373
"Rv3494c" 0.938267837253344 0.986325512024053 0.228923125484194 0.796050921594487 -0.900366617222499 -1.0242267320549 -0.323624798688861 -0.70134924838982
"Rv3559c" 0.681578640798199 0.821714466698992 -0.365016312987132 0.27449531918103 -1.00498826384742 -0.498304843649769 -0.0932026175028069 0.183723611308908
"Rv3587c" 0.534077838990974 0.487133310092672 -0.0151500188089537 0.0260073741724343 -0.736625842614474 -0.284585306469174 -0.00201870124252768 -0.00883865412095286
"Rv3694c" 0.95553663878791 0.713033759011271 0.301234619884413 0.529174876919802 -0.619845051416926 -1.04872534638225 -0.344232500377296 -0.486176996426918
"Rv3708c" 0.608005773575889 0.686485116148433 -0.235440687316644 0.0728083034786886 -0.571371059151228 -0.723119830573093 0.0581749206523723 0.104457463185584
"Rv3709c" 0.827596473102111 0.670077033221397 -0.113090118108607 0.28986131495201 -0.811690631657975 -0.685982874665534 0.0017162116202396 -0.178487408463641
"Rv3757c" 1.80399882888215 1.91259736992921 0.959759410602564 1.33791806958082 -1.96688650090702 -1.74970969790435 -1.28345594057993 -1.01422153960345
"Rv3758c" 1.23513491522217 1.06362069610762 0.58813379983563 0.831140879987545 -1.52904091575732 -0.769714695572467 -0.707980867879926 -0.711293811943248
"Rv3759c" 0.977350786959978 0.70773246903129 0.286014385837507 0.551016297964839 -0.745595730959019 -0.93948752503225 -0.304083211914619 -0.532947471887725
"Rv3795" 1.43882227678937 1.33803568397491 0.849848977820004 1.15477403331215 -1.38995497920705 -1.38690298155723 -1.04754128947989 -0.957081721652261
"Rv3841" 2.77568081929291 2.57075382548848 -0.141233275241445 0.0414957524750204 -2.97904381229029 -2.36739083249109 0.228110201946368 -0.128372679179945
"Rv3874" 0.552382776928779 0.48987749159406 0.218705066264976 0.0103100541981682 -0.445913502169726 -0.596346766353114 -0.00091967342184951 -0.228095447041298
"Rv3883c" 0.826801367305031 1.07221627704377 0.0693773169383176 0.580223990474858 -1.35942947490304 -0.539588169445756 -0.320926297326454 -0.328675010086722
