"RV" "Gene" "LogFC_with_Fe" "Fdr_with_Fe" "LogFC_without_Fe" "Fdr_without_Fe" "LogFC_Interaction" "Fdr_Interaction" "Int"
"Rv0186A" "Rv0186A" "mymT" 3.16409808866612 7.30082005451703e-31 6.93262624057816 6.47898560001391e-145 3.62746254907296 6.83132392290882e-20 "Up"
"Rv0190" "Rv0190" "." 0.877228434473532 2.25339345824501e-07 3.06247500697571 1.30804171353019e-93 2.09752204825386 1.05486471634501e-20 "Up"
"Rv0846c" "Rv0846c" "." 1.88781136593723 3.13762701205619e-15 5.42994313002718 1.27739812565235e-156 3.44167076643161 1.33598442422868e-26 "Up"
"Rv0847" "Rv0847" "lpqS" 3.74313051637587 2.29660830884535e-50 7.61675346559765 1.4304965042846e-241 3.76594964109716 3.77348372763993e-27 "Up"
"Rv0967" "Rv0967" "csoR" 4.42241030089125 1.09097805197151e-91 5.91668742491926 4.50814566129195e-166 1.28807638060742 2.42764776277602e-05 "Up"
"Rv0968" "Rv0968" "." 4.67762935630479 1.18893684404985e-40 6.24451409889945 6.23287974881286e-71 1.01550586756563 0.0149472329515503 "Up"
"Rv0969" "Rv0969" "ctpV" 4.55101685214037 5.3333300687482e-45 5.34175584440686 5.54316233409287e-61 0.411867953161795 0.271316233745081 "N.S."
"Rv0970" "Rv0970" "." 3.17467083172253 3.13035890355142e-30 3.64302778482329 6.32323109358481e-39 0.244079717307873 0.505688806886572 "N.S."
"Rv2963" "Rv2963" "." 0.0810569505326185 0.758170232384474 4.2487355572036 1.18578050388666e-132 4.14502446462755 1.38391708202275e-46 "Up"
