RV_number	Gene_name	Iron_up	Iron_down	Enhanced_upregulation_at_Fe-	Enhanced_downregulation_at_Fe-
Rv3132c	devS	0	0	0	0
Rv3133c	devR	0	0	0	0
Rv3134c	.	0	0	0	0
Rv3135	PPE50	0	1	0	0
Rv3136	PPE51	0	1	0	0
Rv3136A	.	0	0	0	0
Rv3137	.	0	0	0	0
Rv3138	pflA	0	0	0	0
Rv3139	fadE24	1	0	1	0
Rv3140	fadE23	1	0	0	0
Rv3141	fadB4	0	0	0	0
Rv3142c	.	0	0	0	0
Rv3143	.	0	0	0	0
Rv3144c	PPE52	0	0	0	0
Rv3145	nuoA	0	1	0	1
Rv3146	nuoB	0	1	0	1
Rv3147	nuoC	0	1	0	1
Rv3148	nuoD	0	1	0	1
Rv3149	nuoE	0	1	0	1
Rv3150	nuoF	0	1	0	1
Rv3151	nuoG	0	1	0	1
Rv3152	nuoH	0	1	0	1
Rv3153	nuoI	0	1	0	1
Rv3154	nuoJ	0	1	0	1
Rv3155	nuoK	0	0	0	0
Rv3156	nuoL	0	1	0	1
Rv3157	nuoM	0	1	0	1
Rv3158	nuoN	0	1	0	1
Rv3159c	PPE53	1	0	1	0
Rv3160c	.	1	0	1	0
Rv3161c	.	1	0	1	0
Rv3162c	.	0	0	0	0
Rv3163c	.	0	0	0	0
Rv3164c	moxR3	0	0	0	0
Rv3165c	.	0	0	0	0
Rv3166c	.	0	0	0	0
Rv3167c	.	0	0	0	0
Rv3168	.	0	0	0	0
Rv3169	.	0	0	0	0
Rv3170	aofH	0	0	0	0
Rv3171c	hpx	0	0	0	0
Rv3172c	.	0	0	0	0
Rv3173c	.	0	0	0	0
Rv3174	.	1	0	1	0
Rv3175	.	0	0	0	0
Rv3176c	mesT	1	0	0	0
Rv3179	.	0	0	0	0
Rv3180c	.	0	0	0	0
Rv3181c	.	0	0	0	0
Rv3182	.	0	0	0	0
Rv3183	.	0	0	0	0
Rv3188	.	0	0	0	0
Rv3189	.	0	0	0	0
Rv3190c	.	0	0	0	0
Rv3190A	.	1	0	0	0
Rv3191c	.	0	0	0	0
Rv3192	.	0	0	0	0
Rv3193c	.	0	1	0	1
Rv3194c	.	0	0	0	0
Rv3195	.	0	0	0	0
Rv3196	.	0	0	0	0
Rv3196A	.	0	0	0	0
Rv3197	.	1	0	1	0
Rv3197A	whiB7	0	0	0	0
Rv3198c	uvrD2	0	0	0	0
Rv3198A	.	0	0	0	0
Rv3199c	nudC	0	0	0	0
Rv3200c	.	0	0	0	0
Rv3201c	.	0	0	0	0
Rv3202c	.	0	0	0	0
Rv3202a	.	0	0	0	0
Rv3203	lipV	1	0	1	0
Rv3204	.	0	0	0	0
Rv3205c	.	0	0	0	0
Rv3206c	moeB1	1	0	1	0
Rv3207c	.	0	0	0	0
Rv3208A	TB9.4	0	1	0	1
Rv3208	.	0	0	0	0
Rv3209	.	0	0	0	0
Rv3210c	.	0	0	0	0
Rv3211	rhlE	0	1	0	0
Rv3212	.	0	1	0	0
Rv3213c	.	0	1	0	1
Rv3214	gpm2	0	0	0	0
Rv3215	entC	0	0	0	0
Rv3217c	.	0	0	0	0
Rv3218	.	0	0	0	0
Rv3219	whiB1	1	0	1	0
Rv3220c	.	0	1	0	1
Rv3221c	TB7.3	0	0	0	0
Rv3221A	rshA	0	0	0	0
Rv3222c	.	0	0	0	0
Rv3223c	sigH	0	0	0	0
Rv3224	.	0	1	0	1
Rv3225c	.	0	0	0	0
Rv3226c	.	1	0	0	0
Rv3227	aroA	0	0	0	0
Rv3228	.	0	0	0	0
Rv3229c	desA3	1	0	1	0
Rv3230c	.	1	0	1	0
Rv3231c	.	0	0	0	0
Rv3232c	ppk2	0	0	0	0
Rv3234c	tgs3	0	0	0	0
Rv3235	.	0	0	0	0
Rv3236c	.	0	0	0	0
Rv3237c	.	0	0	0	0
Rv3238c	.	0	0	0	0
Rv3239c	.	1	0	0	0
Rv3240c	secA1	0	0	0	0
Rv3241c	.	0	0	0	0
Rv3242c	.	0	0	0	0
Rv3243c	.	0	0	0	0
Rv3244c	lpqB	0	1	0	0
Rv3245c	mtrB	0	1	0	0
Rv3246c	mtrA	0	1	0	0
Rv3247c	tmk	0	0	0	0
Rv3248c	sahH	1	0	0	0
Rv3249c	.	1	0	1	0
Rv3250c	rubB	1	0	1	0
Rv3251c	rubA	1	0	1	0
Rv3252c	alkB	1	0	1	0
Rv3253c	.	0	0	0	0
Rv3254	.	0	0	0	0
Rv3255c	manA	0	0	0	0
Rv3256c	.	0	1	0	1
Rv3257c	pmmA	0	0	0	0
Rv3258c	.	0	0	0	0
Rv3259	.	0	0	0	0
Rv3260c	whiB2	1	0	0	0
Rv3261	fbiA	0	0	0	0
Rv3262	fbiB	0	0	0	0
Rv3263	.	0	0	0	0
Rv3264c	manB	0	0	0	0
Rv3265c	wbbL1	0	0	0	0
Rv3266c	rmlD	0	0	0	0
Rv3267	.	0	0	0	0
Rv3268	.	0	0	0	0
Rv3269	.	1	0	1	0
Rv3270	ctpC	1	0	1	0
Rv3271c	.	0	0	0	0
Rv3272	.	1	0	0	0
Rv3273	.	1	0	0	0
Rv3274c	fadE25	0	0	0	0
Rv3275c	purE	0	0	0	0
Rv3276c	purK	0	0	0	0
Rv3277	.	0	0	0	0
Rv3278c	.	0	0	0	0
Rv3279c	birA	0	0	0	0
Rv3280	accD5	0	0	0	0
Rv3281	accE5	0	0	0	0
Rv3282	.	0	0	0	1
Rv3283	sseA	0	0	0	0
Rv3284	.	0	0	0	0
Rv3285	accA3	0	0	0	0
Rv3286c	sigF	0	0	0	0
Rv3287c	rsbW	0	0	0	0
Rv3288c	usfY	0	0	0	0
Rv3289c	.	0	0	0	0
Rv3290c	lat	0	0	0	0
Rv3291c	lrpA	0	0	0	0
Rv3292	.	0	1	0	0
Rv3293	pcd	0	0	0	0
Rv3295	.	0	1	0	1
Rv3296	lhr	0	0	0	0
Rv3297	nei	0	0	0	0
Rv3298c	lpqC	0	0	0	0
Rv3299c	atsB	0	1	0	1
Rv3300c	.	0	0	0	0
Rv3301c	phoY1	0	0	0	0
Rv3302c	glpD2	0	1	0	0
Rv3303c	lpdA	0	1	0	0
Rv3304	.	0	0	0	0
Rv3305c	amiA1	0	0	0	0
Rv3306c	amiB1	0	1	0	1
Rv3307	deoD	0	0	0	0
Rv3308	pmmB	0	0	0	0
Rv3309c	upp	0	0	0	0
Rv3310	sapM	0	0	0	0
Rv3311	.	0	0	0	0
Rv3312b	.	1	0	0	0
Rv3312A	.	0	0	0	0
Rv3312c	.	0	0	0	0
Rv3313c	add	0	0	0	0
Rv3314c	deoA	0	0	0	0
Rv3315c	cdd	0	0	0	0
Rv3316	sdhC	0	0	0	0
Rv3317	sdhD	0	0	0	0
Rv3318	sdhA	0	0	0	0
Rv3319	sdhB	0	0	0	0
Rv3320c	vapC44	0	0	0	0
Rv3321c	vapB44	0	0	0	0
Rv3322c	.	0	0	0	0
Rv3323c	moaX	0	0	0	0
Rv3324c	moaC3	0	0	0	0
Rv3327	.	0	0	0	0
Rv3328c	sigJ	0	0	0	0
Rv3329	.	0	0	0	0
Rv3330	dacB1	0	0	0	0
Rv3331	sugI	0	0	0	0
Rv3332	nagA	0	0	0	0
Rv3333c	.	0	0	0	0
Rv3334	.	1	0	0	0
Rv3335c	.	0	1	0	1
Rv3336c	trpS	0	1	0	1
Rv3339c	icd1	0	1	0	1
Rv3340	metC	0	0	0	0
Rv3341	metA	0	1	0	0
Rv3342	.	0	0	0	0
Rv3343c	PPE54	0	0	0	0
Rv3345c	PE_PGRS50	0	0	0	0
Rv3346c	.	0	0	0	0
Rv3347c	PPE55	0	0	0	0
Rv3348	.	0	0	0	0
Rv3349c	.	0	0	0	0
Rv3350c	PPE56	0	0	0	0
Rv3351c	.	0	0	0	0
Rv3352c	.	0	0	0	0
Rv3353c	.	0	0	0	0
Rv3354	.	0	0	0	0
Rv3355c	.	0	0	0	0
Rv3356c	folD	0	0	0	0
Rv3357	relJ	0	0	0	0
Rv3358	relK	0	0	0	0
Rv3359	.	0	0	0	0
Rv3360	.	0	0	0	0
Rv3361c	.	0	0	0	0
Rv3362c	.	0	0	0	0
Rv3363c	.	0	0	0	0
Rv3364c	.	0	0	0	0
Rv3365c	.	0	0	0	0
Rv3366	spoU	0	0	0	0
Rv3367	PE_PGRS51	0	0	0	0
Rv3368c	.	0	0	0	0
Rv3369	.	0	0	0	0
Rv3370c	dnaE2	1	0	1	0
Rv3371	.	0	0	0	0
Rv3372	otsB2	0	0	0	0
Rv3373	echA18	0	0	0	0
Rv3375	amiD	0	0	0	0
Rv3376	.	0	1	0	1
Rv3377c	.	0	0	0	0
Rv3378c	.	0	0	0	0
Rv3379c	dxs2	0	0	0	0
Rv3382c	.	0	0	0	0
Rv3383c	idsB	0	0	0	0
Rv3384c	vapC46	0	0	0	0
Rv3385c	vapB46	0	0	0	0
Rv3386	.	0	0	0	0
Rv3387	.	0	0	0	0
Rv3388	PE_PGRS52	0	0	0	0
Rv3389c	htdY	0	0	0	0
Rv3390	lpqD	1	0	0	0
Rv3391	acrA1	1	0	0	0
Rv3392c	cmaA1	0	0	0	0
Rv3393	iunH	0	0	0	0
Rv3394c	.	0	0	0	0
Rv3395c	.	0	0	0	0
Rv3395A	.	0	0	0	0
Rv3396c	guaA	0	1	0	1
Rv3397c	phyA	0	0	0	0
Rv3398c	idsA1	0	0	0	0
Rv3399	.	0	0	0	0
Rv3400	.	0	1	0	1
Rv3401	.	0	1	0	1
Rv3402c	.	1	0	1	0
Rv3403c	.	1	0	0	0
Rv3404c	.	0	0	0	0
Rv3405c	.	0	0	0	0
Rv3406	.	1	0	1	0
Rv3407	vapB47	0	0	0	0
Rv3408	vapC47	0	0	0	0
Rv3409c	choD	0	1	0	0
Rv3410c	guaB3	0	0	0	0
Rv3411c	guaB2	0	0	0	0
Rv3412	.	1	0	1	0
Rv3413c	.	0	0	0	0
Rv3414c	sigD	0	0	0	0
Rv3415c	.	0	0	0	0
Rv3416	whiB3	0	0	0	0
Rv3417c	groEL1	0	0	0	0
Rv3418c	groES	0	0	0	0
Rv3419c	gcp	0	0	0	0
Rv3420c	rimI	0	0	0	0
Rv3421c	.	0	0	0	0
Rv3422c	.	0	0	0	0
Rv3423c	alr	0	0	0	0
Rv3424c	.	0	0	0	0
Rv3425	PPE57	0	0	0	0
Rv3426	PPE58	0	0	0	0
Rv3427c	.	0	1	0	1
Rv3428c	.	0	0	0	0
Rv3429	PPE59	0	0	0	0
Rv3430a	.	0	0	0	0
Rv3430c	.	0	1	0	0
Rv3432c	gadB	0	1	0	1
Rv3433c	.	0	0	0	0
Rv3434c	.	0	0	0	0
Rv3435c	.	0	0	0	0
Rv3436c	glmS	1	0	1	0
Rv3437	.	1	0	1	0
Rv3438	.	0	0	0	0
Rv3439c	.	0	0	0	0
Rv3440c	.	0	0	0	0
Rv3441c	mrsA	0	0	0	0
Rv3442c	rpsI	0	0	0	0
Rv3443c	rplM	0	0	0	0
Rv3444c	esxT	0	0	0	0
Rv3445c	esxU	0	0	0	0
Rv3446c	.	0	0	0	0
Rv3447c	eccC4	0	0	0	0
Rv3448	eccD4	0	0	0	0
Rv3449	mycP4	0	0	0	0
Rv3450c	eccB4	0	0	0	0
Rv3451	cut3	0	0	0	0
Rv3452	cut4	0	0	0	0
Rv3455c	truA	0	0	0	0
Rv3456c	rplQ	0	0	0	0
Rv3457c	rpoA	0	0	0	0
Rv3458c	rpsD	0	0	0	0
Rv3459c	rpsK	0	0	0	0
Rv3460c	rpsM	0	0	0	0
Rv3461c	rpmJ	0	0	0	0
Rv3462c	infA	0	0	0	0
Rv3463	.	0	0	0	0
Rv3464	rmlB	0	0	0	0
Rv3465	rmlC	0	0	0	0
Rv3466	.	0	0	0	0
Rv3468c	.	0	0	0	0
Rv3469c	mhpE	0	0	0	0
Rv3470c	ilvB2	0	0	0	0
Rv3472	.	0	0	0	0
Rv3476c	.	0	0	0	0
Rv3477	PE31	0	0	0	0
Rv3478	PPE60	0	0	0	0
Rv3479	.	0	0	0	0
Rv3480c	.	0	1	0	0
Rv3481c	.	0	0	0	0
Rv3482c	.	0	0	0	0
Rv3483c	.	0	0	0	0
Rv3484	.	0	0	0	0
Rv3485c	.	0	0	0	0
Rv3486	.	0	0	0	0
Rv3487c	lipF	0	0	0	0
Rv3488	.	0	0	0	0
Rv3489	.	0	0	0	0
Rv3490	otsA	0	0	0	0
Rv3491	.	0	0	0	0
Rv3492c	.	0	0	0	0
Rv3493c	.	0	0	0	0
Rv3494c	mce4F	0	1	0	1
Rv3495c	lprN	0	0	0	0
Rv3496c	mce4D	0	0	0	0
Rv3497c	mce4C	0	0	0	0
Rv3498c	mce4B	0	0	0	0
Rv3499c	mce4A	0	0	0	0
Rv3500c	yrbE4B	0	0	0	0
Rv3501c	yrbE4A	0	0	0	0
Rv3502c	.	0	0	0	0
Rv3503c	fdxD	0	0	0	0
Rv3504	fadE26	0	0	0	0
Rv3505	fadE27	0	0	0	0
Rv3506	fadD17	0	0	0	0
Rv3507	PE_PGRS53	0	0	0	0
Rv3508	PE_PGRS54	0	0	0	0
Rv3509c	ilvX	0	0	0	0
Rv3510c	.	0	0	0	0
Rv3511	PE_PGRS55	0	0	0	0
Rv3515c	fadD19	1	0	1	0
Rv3516	echA19	0	0	0	0
Rv3517	.	0	0	0	0
Rv3518c	cyp142	1	0	1	0
Rv3519	.	0	0	0	0
Rv3520c	.	0	0	0	0
Rv3521	.	0	0	0	0
Rv3522	ltp4	0	0	0	0
Rv3523	ltp3	0	0	0	0
Rv3524	.	0	0	0	0
Rv3525c	.	0	0	0	0
Rv3526	kshA	0	0	0	0
Rv3527	.	0	0	0	0
Rv3528c	.	0	0	0	0
Rv3529c	.	0	0	0	0
Rv3530c	.	0	0	0	0
Rv3531c	.	0	0	0	0
Rv3532	PPE61	0	0	0	0
Rv3533c	PPE62	0	0	0	0
Rv3534c	hsaF	0	0	0	0
Rv3535c	hsaG	0	0	0	0
Rv3536c	hsaE	0	0	0	0
Rv3537	kstD	0	0	0	0
Rv3538	.	0	0	0	0
Rv3539	PPE63	0	0	0	0
Rv3540c	ltp2	0	0	0	0
Rv3541c	.	0	0	0	0
Rv3542c	.	0	0	0	0
Rv3543c	fadE29	0	0	0	0
Rv3544c	fadE28	0	0	0	0
Rv3545c	cyp125	0	0	0	0
Rv3546	fadA5	1	0	1	0
Rv3547	ddn	0	0	0	0
Rv3548c	.	0	0	0	0
Rv3549c	.	0	0	0	0
Rv3550	echA20	0	0	0	0
Rv3551	.	0	0	0	0
Rv3552	.	0	1	0	0
Rv3553	.	0	0	0	0
Rv3554	fdxB	0	0	0	0
Rv3555c	.	1	0	0	0
Rv3556c	fadA6	0	0	0	0
Rv3557c	.	0	0	0	0
Rv3558	PPE64	0	0	0	0
Rv3559c	.	0	0	0	1
Rv3560c	fadE30	0	0	0	0
Rv3561	fadD3	0	0	0	0
Rv3562	fadE31	0	0	0	0
Rv3563	fadE32	0	0	0	0
Rv3564	fadE33	0	0	0	0
Rv3565	aspB	0	0	0	0
Rv3566c	nat	0	0	0	0
Rv3566A	.	0	0	0	0
Rv3567c	hsaB	1	0	1	0
Rv3568c	hsaC	1	0	1	0
Rv3569c	hsaD	0	0	0	0
Rv3570c	hsaA	0	0	0	0
Rv3571	kshB	0	0	0	0
Rv3572	.	0	0	0	0
Rv3573c	fadE34	0	0	0	0
Rv3574	kstR	0	0	0	0
Rv3575c	.	0	0	0	0
Rv3576	lppH	0	0	0	0
Rv3577	.	0	0	0	0
Rv3578	arsB2	0	0	0	0
Rv3579c	.	0	0	0	0
Rv3580c	cysS1	1	0	0	0
Rv3581c	ispF	1	0	1	0
Rv3582c	ispD	0	0	0	0
Rv3583c	.	0	0	0	0
Rv3584	lpqE	0	0	0	0
Rv3585	radA	0	0	0	0
Rv3586	.	0	0	0	0
Rv3587c	.	0	1	0	1
Rv3588c	canB	0	0	0	0
Rv3589	mutY	0	0	0	0
Rv3590c	PE_PGRS58	0	0	0	0
Rv3591c	.	0	0	0	0
Rv3592	.	0	0	0	0
Rv3593	lpqF	0	0	0	0
Rv3594	.	0	0	0	0
Rv3595c	PE_PGRS59	0	0	0	0
Rv3596c	clpC1	0	0	0	0
Rv3597c	lsr2	0	0	0	0
Rv3598c	lysS	0	0	0	0
Rv3600c	.	0	0	0	0
Rv3601c	panD	0	0	0	0
Rv3602c	panC	0	0	0	0
Rv3603c	.	0	0	0	0
Rv3604c	.	0	0	0	0
Rv3605c	.	0	0	0	0
Rv3606c	folK	1	0	0	0
Rv3607c	folB	1	0	0	0
Rv3608c	folP1	0	0	0	0
Rv3609c	folE	0	0	1	0
Rv3610c	ftsH	1	0	1	0
Rv3612c	.	0	0	0	0
Rv3613c	.	0	0	0	0
Rv3614c	espD	0	0	0	0
Rv3615c	espC	0	0	0	0
Rv3616c	espA	0	0	0	0
Rv3617	ephA	1	0	1	0
Rv3618	.	0	0	0	0
Rv3619c	esxV	0	0	0	0
Rv3620c	esxW	0	0	0	0
Rv3621c	PPE65	0	0	0	0
Rv3622c	PE32	0	0	0	0
Rv3623	lpqG	0	0	0	0
Rv3624c	hpt	0	0	0	0
Rv3625c	mesJ	0	0	0	0
Rv3626c	.	0	0	0	0
Rv3627c	.	0	1	0	0
Rv3628	ppa	0	0	0	0
Rv3629c	.	0	0	0	0
Rv3630	.	0	0	0	0
Rv3631	.	0	0	0	0
Rv3632	.	0	0	0	0
Rv3633	.	0	0	0	0
Rv3634c	galE1	0	0	0	0
Rv3635	.	0	0	0	0
Rv3640c	.	0	0	0	0
Rv3641c	fic	0	0	0	0
Rv3642c	.	0	0	0	0
Rv3644c	.	1	0	0	0
Rv3645	.	0	0	0	0
Rv3646c	topA	0	0	0	0
Rv3647c	.	0	0	0	0
Rv3648c	cspA	0	0	0	0
Rv3649	.	0	0	0	0
Rv3650	PE33	0	0	0	0
Rv3651	.	0	0	0	0
Rv3652	PE_PGRS60	0	0	0	0
Rv3653	PE_PGRS61	0	0	0	0
Rv3654c	.	0	0	0	0
Rv3655c	.	0	0	0	0
Rv3656c	.	0	0	0	0
Rv3657c	.	0	0	0	0
Rv3658c	.	0	0	0	0
Rv3659c	.	0	0	0	0
Rv3660c	.	0	0	0	0
Rv3661	.	0	0	0	0
Rv3662c	.	0	0	0	0
Rv3663c	dppD	0	0	0	0
Rv3664c	dppC	0	0	0	0
Rv3665c	dppB	0	0	0	0
Rv3666c	dppA	0	0	0	0
Rv3667	acs	0	0	0	0
Rv3668c	.	1	0	0	0
Rv3669	.	0	0	0	0
Rv3670	ephE	0	0	0	0
Rv3671c	.	0	0	0	0
Rv3672c	.	0	0	0	0
Rv3673c	.	0	0	0	0
Rv3674c	nth	0	0	0	0
Rv3675	.	1	0	0	0
Rv3676	crp	0	0	0	0
Rv3677c	.	0	0	0	0
Rv3678A	.	0	0	0	0
Rv3678c	.	0	0	0	0
Rv3679	.	0	0	0	0
Rv3680	.	0	0	0	0
Rv3681c	whiB4	0	0	0	0
Rv3682	ponA2	0	0	0	0
Rv3683	.	0	0	0	0
Rv3684	.	0	0	0	0
Rv3685c	cyp137	0	0	0	0
Rv3686c	.	0	0	0	0
Rv3687c	rsfB	0	0	0	0
Rv3688c	.	0	0	0	0
Rv3689	.	0	0	0	0
Rv3690	.	0	0	0	0
Rv3691	.	0	0	0	0
Rv3692	moxR2	0	0	0	0
Rv3693	.	0	0	0	0
Rv3694c	.	0	1	0	1
Rv3695	.	0	0	0	0
Rv3696c	glpK	0	0	0	0
Rv3697A	vapB48	0	0	0	0
Rv3697c	vapC48	0	0	0	0
Rv3698	.	0	0	0	0
Rv3699	.	0	1	0	0
Rv3700c	egtE	0	0	0	0
Rv3701c	egtD	0	0	0	0
Rv3702c	egtC	0	0	0	0
Rv3703c	etgB	0	1	0	0
Rv3704c	gshA	0	0	0	0
Rv3705A	.	0	0	0	0
Rv3705c	.	0	0	0	0
Rv3706c	.	0	0	0	0
Rv3707c	.	0	0	0	0
Rv3708c	asd	0	1	0	1
Rv3709c	ask	0	1	0	1
Rv3710	leuA	0	0	0	0
Rv3711c	dnaQ	0	1	0	0
Rv3712	.	0	0	0	0
Rv3713	cobQ2	0	0	0	0
Rv3714c	.	0	0	0	0
Rv3715c	recR	0	0	0	0
Rv3716c	.	0	0	0	0
Rv3717	.	0	0	0	0
Rv3718c	.	0	0	0	0
Rv3719	.	0	0	0	0
Rv3720	.	0	0	0	0
Rv3721c	dnaZX	0	0	0	0
Rv3722c	.	0	0	0	0
Rv3723	.	0	1	0	0
Rv3725	.	1	0	0	0
Rv3726	.	0	0	0	0
Rv3727	.	0	0	0	0
Rv3728	.	0	0	0	0
Rv3729	.	0	0	0	0
Rv3730c	.	0	0	0	0
Rv3731	ligC	0	0	0	0
Rv3732	.	0	0	0	0
Rv3733c	.	0	0	0	0
Rv3734c	tgs2	0	0	0	0
Rv3735	.	1	0	0	0
Rv3736	.	0	0	0	0
Rv3737	.	0	0	0	0
Rv3738c	PPE66	0	0	0	0
Rv3739c	PPE67	1	0	0	0
Rv3740c	.	1	0	0	0
Rv3741c	.	1	0	0	0
Rv3742c	.	1	0	1	0
Rv3743c	ctpJ	1	0	1	0
Rv3744	nmtR	0	0	0	0
Rv3745c	.	0	0	0	0
Rv3746c	PE34	1	0	1	0
Rv3747	.	0	0	0	0
Rv3748	.	0	0	0	0
Rv3749c	.	0	0	0	0
Rv3750c	.	0	0	0	0
Rv3752c	.	0	0	0	0
Rv3753c	.	0	0	0	0
Rv3754	tyrA	0	0	0	0
Rv3755c	.	0	0	0	0
Rv3756c	proZ	0	0	0	0
Rv3757c	proW	0	0	0	1
Rv3758c	proV	0	0	0	1
Rv3759c	proX	0	1	0	1
Rv3760	.	0	0	0	0
Rv3761c	fadE36	0	0	0	0
Rv3762c	.	0	0	0	0
Rv3763	lpqH	0	0	0	0
Rv3764c	tcrY	0	0	0	0
Rv3765c	tcrX	0	0	0	0
Rv3766	.	0	0	0	0
Rv3767c	.	0	0	0	0
Rv3768	.	0	0	0	0
Rv3769	.	0	0	0	0
Rv3770c	.	0	0	0	0
Rv3771c	.	0	0	0	0
Rv3772	hisC2	0	0	0	0
Rv3773c	.	0	0	0	0
Rv3774	echA21	0	0	0	0
Rv3775	lipE	0	0	0	0
Rv3776	.	1	0	1	0
Rv3777	.	1	0	0	0
Rv3778c	.	1	0	1	0
Rv3779	.	0	0	0	0
Rv3780	.	0	0	0	0
Rv3781	rfbE	0	0	0	0
Rv3782	glfT1	0	0	0	0
Rv3783	rfbD	0	0	0	0
Rv3784	.	0	0	0	0
Rv3785	.	0	0	0	0
Rv3786c	.	0	0	0	0
Rv3787c	.	0	0	0	0
Rv3788	.	0	0	0	0
Rv3789	.	0	0	0	0
Rv3790	dprE1	0	0	0	0
Rv3791	dprE2	0	0	0	0
Rv3792	aftA	0	0	0	0
Rv3793	embC	0	0	0	0
Rv3794	embA	0	0	0	0
Rv3795	embB	0	1	0	1
Rv3796	.	0	0	0	0
Rv3797	fadE35	0	0	0	0
Rv3799c	accD4	0	0	0	0
Rv3800c	pks13	1	0	0	0
Rv3801c	fadD32	0	0	0	0
Rv3802c	.	1	0	0	0
Rv3803c	fbpD	0	0	0	0
Rv3804c	fbpA	0	0	0	0
Rv3805c	aftB	0	0	0	0
Rv3806c	ubiA	0	0	0	0
Rv3807c	.	0	0	0	0
Rv3808c	glfT2	0	0	0	0
Rv3809c	glf	1	0	1	0
Rv3810	pirG	0	0	0	0
Rv3811	.	0	0	0	0
Rv3812	PE_PGRS62	0	0	0	0
Rv3813c	.	0	0	0	0
Rv3814c	.	0	0	0	0
Rv3815c	.	0	0	0	0
Rv3816c	.	0	0	0	0
Rv3817	.	0	0	0	0
Rv3818	.	0	0	0	0
Rv3819	.	0	0	0	0
Rv3820c	papA2	0	0	0	0
Rv3821	.	0	0	0	0
Rv3822	.	0	0	0	0
Rv3823c	mmpL8	0	0	0	0
Rv3824c	papA1	0	0	0	0
Rv3825c	pks2	1	0	0	0
Rv3826	fadD23	0	0	0	0
Rv3827c	.	0	0	0	0
Rv3828c	.	0	0	0	0
Rv3829c	.	0	0	0	0
Rv3830c	.	1	0	1	0
Rv3831	.	0	0	0	0
Rv3832c	.	0	0	0	0
Rv3833	.	0	0	0	0
Rv3834c	serS	0	0	0	0
Rv3835	.	0	0	0	0
Rv3836	.	0	0	0	0
Rv3837c	.	1	0	1	0
Rv3838c	pheA	0	0	0	0
Rv3839	.	1	0	1	0
Rv3840	.	1	0	1	0
Rv3841	bfrB	0	1	0	1
Rv3842c	glpQ1	1	0	1	0
Rv3843c	.	1	0	0	0
Rv3845	.	0	0	0	0
Rv3846	sodA	0	0	0	0
Rv3847	.	0	1	0	0
Rv3848	.	0	1	0	0
Rv3849	espR	0	0	0	0
Rv3850	.	0	0	0	0
Rv3851	.	0	0	0	0
Rv3852	hns	0	0	0	0
Rv3853	rraA	0	1	0	0
Rv3854c	ethA	0	0	0	0
Rv3855	ethR	0	1	0	0
Rv3856c	.	0	0	0	0
Rv3857c	.	0	0	0	0
Rv3858c	gltD	0	0	0	0
Rv3859c	gltB	0	0	0	0
Rv3860	.	0	0	0	0
Rv3861	.	0	0	0	0
Rv3862c	whiB6	0	0	0	0
Rv3863	.	0	0	0	0
Rv3864	espE	0	0	0	0
Rv3865	espF	0	0	0	0
Rv3866	espG1	0	0	0	0
Rv3867	espH	0	0	0	0
Rv3868	eccA1	0	0	0	0
Rv3869	eccB1	0	1	0	0
Rv3870	eccCa1	0	1	0	0
Rv3871	eccCb1	0	1	0	0
Rv3872	PE35	0	0	0	0
Rv3873	PPE68	0	1	0	0
Rv3874	esxB	0	1	0	1
Rv3875	esxA	0	1	0	0
Rv3876	espI	0	0	0	0
Rv3877	eccD1	0	0	0	0
Rv3878	espJ	0	0	0	0
Rv3879c	espK	0	0	0	0
Rv3880c	espL	1	0	1	0
Rv3881c	espB	1	0	1	0
Rv3882c	eccE1	0	1	0	0
Rv3883c	mycP1	0	1	0	1
Rv3884c	eccA2	0	0	0	0
Rv3885c	eccE2	0	0	0	0
Rv3886c	mycP2	0	0	0	0
Rv3887c	eccD2	0	0	0	0
Rv3888c	.	0	0	0	0
Rv3889c	espG2	0	0	0	0
Rv3890c	esxC	0	0	0	0
Rv3891c	esxD	0	0	0	0
Rv3892c	PPE69	0	0	0	0
Rv3893c	PE36	0	0	0	0
Rv3894c	eccC2	0	0	0	0
Rv3895c	eccB2	0	0	0	0
Rv3896c	.	0	0	0	0
Rv3897c	.	0	0	0	0
Rv3898c	.	0	0	0	0
Rv3899c	.	0	0	0	0
Rv3900c	.	0	0	0	0
Rv3901c	.	0	0	0	0
Rv3902c	.	0	0	0	0
Rv3903c	.	0	0	0	0
Rv3904c	esxE	0	0	0	0
Rv3905c	esxF	0	0	0	0
Rv3906c	.	0	0	0	0
Rv3907c	pcnA	0	0	0	0
Rv3908	mutT4	0	0	0	0
Rv3909	.	0	1	0	0
Rv3910	.	0	0	0	0
Rv3911	sigM	0	0	0	0
Rv3912	.	0	0	0	0
Rv3913	trxB2	0	0	0	0
Rv3914	trxC	0	0	0	0
Rv3915	.	0	0	0	0
Rv3916c	.	0	0	0	0
Rv3917c	parB	0	0	0	0
Rv3918c	parA	0	0	0	0
Rv3919c	gid	1	0	0	0
Rv3920c	.	0	0	0	0
Rv3921c	.	0	0	0	0
Rv3922c	.	0	0	0	0
Rv3923c	rnpA	0	0	0	0
Rv3924c	rpmH	1	0	1	0
