"C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C5_Fe_YES_1" "C5_Fe_YES_2" "C6_Fe_YES_1" "C6_Fe_YES_2"
"Rv2115c" 557.807972 459.028753 176.455102 99.055807 480.11579 427.528931 132.444583 115.102939
"Rv2116" 23.734821 25.016601 2.392036 2.200839 31.490654 31.562929 3.298579 1.768139
"Rv2117" 8.241759 8.149855 0.772937 0.266683 8.363467 8.159125 1.162764 2.109553
"Rv2118c" 113.137618 114.385167 1.25797 1.209091 121.047047 117.644922 1.723457 2.391077
"Rv2119" 50.018387 56.066498 1.628985 1.967148 57.652465 54.183971 1.837918 2.315594
"Rv2120c" 117.056871 99.336617 7.214075 6.33083 110.215949 93.586045 5.485215 7.062418
"Rv2121c" 14.327487 11.551382 11.428614 12.563124 14.379294 11.923773 1.29944 1.269433
"Rv2122c" 2.148118 2.279591 48.886873 43.094891 3.923712 1.329113 0.606122 2.474237
"Rv2123" 1.088662 1.274018 21.360664 23.764073 0.994264 1.476044 0.360604 0.109038
"Rv2124c" 159.891051 151.530347 32.297047 39.607728 167.084263 167.161603 45.776172 40.138541
"Rv2125" 162.641133 211.023775 13.701819 13.112082 191.61759 212.946537 18.667726 20.550146
"Rv2126c" 12.745687 20.920307 0.589477 0.101692 14.670237 21.389923 1.108472 0.502763
"Rv2127" 609.569673 504.217596 8.70842 9.6006 570.848438 497.298641 30.871395 26.68585
"Rv2128" 635.133941 652.011762 9.65413 10.761457 621.64543 632.032185 41.055843 31.162447
"Rv2129c" 72.420644 69.505671 8.588185 4.978089 64.816869 53.374273 10.852468 8.789806
"Rv2130c" 162.944104 169.265992 11.377379 11.209696 154.394638 145.588764 16.543476 20.735893
"Rv2131c" 304.726406 354.058822 30.619443 27.402707 305.675356 292.109217 49.215738 54.962524
"Rv2132" 119.172509 114.097966 26.888826 21.72257 115.491876 96.055148 27.747787 27.520083
"Rv2133c" 83.089608 82.142494 41.282066 35.277236 79.390926 79.902415 23.180128 23.975114
"Rv2134c" 386.332466 373.501878 160.899646 102.406399 365.27442 371.49514 110.462617 114.443271
"Rv2135c" 213.56705 263.022994 13.74327 12.57125 213.204888 183.134907 17.308999 18.863591
"Rv2136c" 328.195913 321.527806 61.801447 56.987436 278.064142 275.221336 71.887803 64.838304
"Rv2137c" 974.661029 962.855351 311.224622 192.60334 959.044212 755.232661 299.946871 292.127283
"Rv2138" 187.174154 207.281718 27.99222 24.169384 184.5286 197.601667 44.67574 42.614154
"Rv2139" 176.604377 221.409753 10.297186 11.461424 197.922147 219.651097 14.880461 16.963343
"Rv2140c" 58.688259 53.597901 8.27377 8.564 59.271938 44.327786 12.071071 16.352018
"Rv2141c" 47.670042 48.722044 2.867956 2.153661 53.120123 52.645888 5.329553 5.410135
"Rv2142A" 19.008193 23.809061 3.857526 6.533742 17.644592 17.352305 3.165303 7.537258
"Rv2142c" 26.24577 18.561266 15.483039 6.903576 25.709771 26.165966 14.512616 11.945844
"Rv2143" 31.715338 38.849912 10.657621 12.142024 32.738353 31.641166 12.105267 13.982514
"Rv2144c" 653.657699 676.893958 65.563215 71.157388 685.484512 674.657611 77.323832 70.35981
"Rv2145c" 1052.854047 1020.804144 66.460706 65.888153 1127.055682 983.60044 89.065079 79.110272
"Rv2146c" 643.239573 541.226584 91.626195 75.710573 594.224328 531.43133 105.433961 96.174974
"Rv2147c" 1133.012962 1039.128652 19.928138 15.443389 1109.36551 954.267775 56.033712 46.558366
"Rv2148c" 184.338207 203.75174 9.261313 4.641731 184.256219 186.874273 11.65907 17.161502
"Rv2149c" 230.884185 278.465116 16.195743 13.744285 238.457104 217.519091 25.423311 31.0928
"Rv2150c" 721.018984 864.251812 15.016667 13.961574 774.163219 703.984833 38.233529 40.871209
"Rv2151c" 135.897453 174.517322 6.813293 5.061057 149.613131 160.632765 9.13416 8.367895
"Rv2152c" 216.608419 255.996594 12.701145 8.500464 227.465182 253.659147 14.963251 18.741997
"Rv2153c" 70.801369 184.374079 5.283301 10.873672 104.895376 138.737377 12.199124 19.240051
"Rv2154c" 465.042793 516.984376 27.124923 17.074845 476.940643 511.407128 40.425442 44.79285
"Rv2155c" 172.714969 265.881918 17.679669 23.076048 193.166033 225.6555 23.808019 38.683448
"Rv2156c" 193.260352 214.44388 42.152243 37.750507 205.189531 217.459084 82.377012 112.197476
"Rv2157c" 75.342475 117.033329 23.322216 34.420416 97.640613 117.797361 56.863957 86.679526
"Rv2158c" 69.400602 129.128618 45.458096 83.280826 98.514931 126.05543 114.748141 195.309812
"Rv2159c" 126.096263 230.260907 64.843037 89.540668 176.693391 199.391562 152.925424 226.211384
"Rv2161c" 367.125855 787.226854 205.750922 376.922284 452.988812 629.524807 270.485552 415.082001
"Rv2162c" 305.894347 593.833626 17.669748 25.154292 389.780712 526.515158 40.780743 64.677798
"Rv2163c" 155.764537 151.458092 7.426254 4.573619 173.476139 172.596231 12.06539 10.678838
"Rv2164c" 86.072272 132.110771 1.83631 3.597801 127.892616 141.421735 9.249262 14.565507
"Rv2165c" 180.108852 175.124991 10.875628 7.965569 197.62746 198.136222 14.423258 16.208225
"Rv2166c" 566.662286 477.939836 29.983501 25.590488 580.706294 441.963204 47.677377 37.506834
"Rv2169c" 145.916447 157.1398 48.254149 39.686431 147.83512 123.826047 58.030556 68.33781
"Rv2170" 13.873407 13.269081 0.609886 0.883791 12.868426 10.74334 0.275244 0.624204
"Rv2171" 93.384515 67.069782 2.214848 2.751049 86.545376 68.057566 6.87204 4.307005
"Rv2172c" 333.195406 328.96926 23.660734 27.433061 357.090961 330.792388 53.768228 53.737729
"Rv2173" 70.104244 77.755008 2.932634 2.961469 77.028005 79.209093 4.922808 3.660344
"Rv2174" 107.753076 101.884526 2.49074 2.477008 108.199321 96.469417 3.636731 4.898489
"Rv2175c" 81.043966 70.764592 19.065771 14.4009 85.028581 68.162686 19.379407 18.107
"Rv2176" 48.910263 43.489414 10.162829 10.911348 48.357566 38.418003 13.318013 13.437855
"Rv2177c" 44.46755 41.241739 1.819767 1.294976 42.919278 36.242868 3.978016 3.026544
"Rv2178c" 373.80245 357.163958 15.76034 11.063614 375.334514 313.070059 23.134742 22.772241
"Rv2179c" 16.329087 17.866401 1.195231 2.010382 21.581704 17.446767 1.854231 1.682026
"Rv2180c" 13.340265 13.886181 1.535428 0.70635 13.429581 13.506659 2.213573 1.484171
"Rv2181" 224.096901 214.554632 16.695191 13.433861 226.065685 194.352301 33.945657 30.85345
"Rv2182c" 396.427882 330.219801 95.091986 67.971989 356.352826 331.384242 151.283618 128.168127
"Rv2183c" 136.48506 156.579008 5.355904 5.939765 134.43006 114.146616 8.416829 5.481642
"Rv2184c" 159.058724 154.149428 4.916962 5.708427 155.673833 150.384206 11.994833 12.308966
"Rv2185c" 235.809048 223.551405 15.497824 7.750369 239.950751 248.666905 28.880662 22.634053
"Rv2186c" 93.022694 89.908341 3.690277 2.010382 84.799122 89.762138 3.287045 5.367191
"Rv2187" 90.602213 91.728449 6.259801 4.435552 96.349644 86.97749 12.039738 10.448607
"Rv2188c" 14.182279 14.383005 2.224028 2.234337 14.704318 12.428925 2.730689 3.949947
"Rv2189c" 101.483316 137.569054 0.978654 0.709088 100.625798 109.440583 3.091691 1.702769
"Rv2190c" 530.14986 524.752593 3.859343 4.06243 548.518848 520.655456 19.33623 14.393876
"Rv2191" 21.984404 28.43618 0.742625 0.849589 25.343506 25.52884 0.396888 0.960075
"Rv2192c" 130.805532 182.199697 2.382006 4.156235 153.540629 189.122349 7.294701 8.706883
"Rv2193" 1181.844039 986.611822 103.720015 58.931787 1126.374512 969.850938 135.037414 104.254852
"Rv2194" 946.938708 827.178066 48.701427 31.157344 874.018014 769.982899 69.141033 66.214451
"Rv2195" 1031.790528 862.471895 49.676459 35.069478 945.70778 856.425829 75.724355 67.549862
"Rv2196" 1177.884763 1104.842732 60.185064 44.00178 1151.86381 1099.214876 101.830677 106.751072
"Rv2197c" 261.508679 303.890192 14.210051 11.791124 275.525667 279.857972 23.055184 31.611412
"Rv2198c" 198.856862 239.735596 27.185041 28.57423 222.595067 283.356197 34.755028 32.819377
"Rv2199c" 888.141137 835.558884 30.118765 30.801925 851.233668 833.862529 59.824228 51.314886
"Rv2200c" 952.108107 828.655208 38.290092 31.663517 921.453015 870.231434 69.575796 57.29263
"Rv2201" 27.039898 27.59438 4.098655 5.48314 30.029713 30.114885 8.02717 6.134019
"Rv2202c" 691.025727 721.724221 61.996654 66.583853 673.160016 667.81493 78.801437 72.198653
"Rv2203" 52.738934 51.778382 2.513996 1.923353 61.382779 59.385446 4.686293 3.915459
"Rv2204c" 2028.09226 2077.172293 419.689445 360.398991 1790.938057 1953.000449 495.542824 438.011532
"Rv2205c" 31.810232 33.425534 7.103553 5.314353 29.908131 32.434793 6.110181 7.48627
"Rv2206" 189.61649 224.638076 10.014476 8.270559 224.444399 235.21818 8.414097 11.885153
"Rv2207" 108.027 185.330397 6.486689 4.764939 133.131608 153.444227 4.406941 4.640143
"Rv2208" 71.52565 111.582245 5.251847 4.390674 88.76482 90.653993 3.076675 4.444829
"Rv2209" 44.828066 46.782716 19.687535 20.123415 48.290463 41.548115 25.266893 20.653473
"Rv2210c" 234.877731 271.085424 10.263928 9.6324 241.832254 230.100026 20.921881 22.690562
"Rv2211c" 122.039489 142.358816 2.923599 3.576364 139.33536 133.879425 5.472642 8.160641
"Rv2212" 47.12131 55.870482 5.796005 8.205966 48.658165 53.534836 11.650654 10.56864
"Rv2213" 64.698875 79.128633 2.153038 1.924668 76.44225 79.32021 3.58857 3.555783
"Rv2214c" 314.632287 322.81845 3.661782 3.481724 316.859748 326.436357 8.358962 10.938194
"Rv2215" 366.18305 413.091499 11.758682 10.520032 407.405762 423.025387 45.354108 53.643201
"Rv2216" 192.042391 210.282311 7.524615 7.355868 201.444625 187.73585 28.299067 34.82684
"Rv2217" 138.01478 178.188471 17.051451 12.784637 146.005858 145.813446 37.73699 39.37833
"Rv2218" 170.35464 197.11155 16.266353 9.633081 161.822363 168.10379 27.483353 27.250088
"Rv2219A" 80.673769 68.387727 7.162912 6.302049 71.2081 58.126529 9.293869 11.546438
"Rv2219" 304.180751 326.738612 37.320625 25.61435 314.867871 296.562642 70.82208 83.291639
"Rv2220" 512.793812 412.29575 19.345469 15.11354 518.978443 451.597537 39.668715 33.556873
"Rv2221c" 92.900411 111.359838 21.290585 15.707246 100.290157 112.078798 10.994259 11.843181
"Rv2222c" 649.034958 647.594827 33.496227 26.544239 635.067796 531.609403 46.077465 40.815375
"Rv2223c" 95.729379 115.123517 5.767106 4.71533 94.075359 108.150488 6.069362 7.83693
"Rv2224d" 10.005199 13.162257 4.094475 3.884927 10.799044 7.090996 10.77914 7.333549
"Rv2224c" 321.423339 294.108993 25.055412 15.349904 304.250407 288.433275 29.253233 23.51079
"Rv2225" 140.821076 164.199624 6.804766 9.638427 156.294513 142.835312 15.355087 12.279546
"Rv2226" 48.625667 50.936399 1.571939 3.101621 54.136364 55.90548 4.15677 4.524869
"Rv2227" 20.326542 17.149184 0.863223 0.670127 18.651604 18.259964 2.434849 1.877412
"Rv2228c" 98.164747 104.605686 0.830113 0.429616 94.087858 95.157187 2.7317 1.982402
"Rv2229c" 81.444142 82.355066 1.129032 0.637438 81.878682 80.650127 2.200272 2.941369
"Rv2230c" 65.241236 82.380489 0.7309 0.825315 83.957103 80.288201 2.62387 2.516198
"Rv2231c" 60.42326 69.594803 0.830113 0.572821 63.773154 72.155162 2.18536 1.486802
"Rv2231A" 1.895992 1.783393 0.177812 0.184049 1.010095 2.111604 0.200618 0.545958
"Rv2231B" 24.717517 24.432719 1.283861 5.315586 24.658052 21.175694 3.862743 4.818005
"Rv2232" 39.877508 48.566926 2.161752 2.506093 45.191364 41.075045 6.048764 5.752506
"Rv2234" 50.070363 50.838415 7.543987 3.50591 45.478901 46.927404 9.901222 11.818001
"Rv2235" 103.848524 116.164661 5.941003 3.747293 105.013782 129.254256 16.443284 18.146425
"Rv2236c" 7.073739 13.152197 0.241235 0.33293 10.702041 7.48028 0.272176 0.411497
"Rv2237" 63.36389 58.212139 3.156158 2.348063 54.267793 56.807108 6.676811 4.340653
"Rv2237A" 195.107132 222.665403 16.93938 19.518519 197.12374 197.36819 31.733165 29.440286
"Rv2238c" 486.45111 454.241458 3.93495 4.582105 451.988366 454.31489 12.024041 8.72588
"Rv2239c" 334.139697 340.228617 3.652409 5.917351 353.49324 319.963405 9.316741 13.327336
"Rv2240c" 172.881708 205.381989 3.460559 7.429229 198.24813 223.3638 10.845582 9.707158
"Rv2241" 462.323811 474.995798 4.478805 3.969502 454.789015 443.732677 18.539131 20.05479
"Rv2242" 99.312648 121.387092 5.354061 4.408308 108.179934 117.590925 8.992512 9.776382
"Rv2243" 524.244798 642.844637 64.748112 70.555784 664.148984 670.369359 68.351742 65.244726
"Rv2244" 1989.252017 2036.514344 69.653142 75.701282 2460.62571 2548.706531 103.14522 110.051399
"Rv2245" 2112.471825 2607.208925 109.050178 99.776659 2715.801239 2862.995471 104.728265 129.272116
"Rv2246" 1380.140059 1658.873742 70.62892 75.844982 1744.819247 2088.347908 67.423118 96.480832
"Rv2247" 1597.492897 1522.574357 102.435305 72.560371 1775.713133 1759.233771 70.858715 97.861692
"Rv2248" 206.872198 210.127692 8.261708 4.708137 205.884266 191.263228 7.645603 8.170641
"Rv2249c" 5.467937 9.118364 0.24419 0.40441 7.569989 6.428072 1.10204 1.649491
"Rv2250c" 5.904184 6.869313 0.930236 0.55021 7.225595 7.101659 0.299871 0.952075
"Rv2251" 29.364634 36.177404 0.689581 1.153013 39.732618 33.858867 2.214382 2.768789
"Rv2252" 20.264684 17.594966 0.244348 0.590144 17.317772 20.634689 0.827063 1.83395
"Rv2253" 10.550215 8.928398 0.150293 0.155565 8.293771 5.949362 0.678279 0.769108
"Rv2254c" 23.469132 22.81227 4.152839 6.01792 21.568941 21.863904 5.435159 3.57028
"Rv2256c" 1628.241344 1544.731366 203.980008 183.091591 1538.744013 1417.96016 159.083153 136.323962
"Rv2256a" 233.67853 180.416071 25.249264 23.320432 190.088737 176.833334 23.228455 25.842029
"Rv2257c" 158.859323 184.526166 1.01737 1.244522 172.480423 196.878106 2.400065 2.271827
"Rv2258c" 297.307367 324.724037 2.282419 2.583966 324.432823 340.152231 4.989376 5.110006
"Rv2259" 177.19403 230.479121 2.16223 3.176626 206.263426 209.078975 7.633452 7.210069
"Rv2260" 232.190402 224.297278 5.002213 3.451788 225.492088 232.547077 10.61571 11.580154
"Rv2263" 36.899295 41.839421 3.89061 2.87649 43.236231 37.638131 6.808388 6.988725
"Rv2264c" 21.60354 22.403804 4.641096 4.319101 24.153213 22.543365 7.830522 7.408339
"Rv2265" 6.949657 6.414193 0.246334 0.509951 6.646916 6.094468 0.62534 0.756352
"Rv2266" 45.656273 41.548551 8.239853 6.579432 39.070453 38.55852 12.882562 9.939242
"Rv2267c" 16.841344 12.419216 0.584173 0.26874 13.590096 12.076134 1.318198 0.863615
"Rv2268c" 13.369965 11.21102 0.103058 0.16001 13.590634 12.238687 1.046488 0.580127
"Rv2269c" 0.202125 0.701987 0 0 0.738396 0 0.256646 0.232811
"Rv2270" 10.83552 8.411879 2.008464 1.633435 6.05401 6.388803 3.88469 2.936594
"Rv2271" 236.923107 225.580027 2.777419 0.26135 241.37802 261.617229 4.842914 5.685246
"Rv2272" 138.993138 130.817854 0.615836 1.062397 169.088223 124.530297 5.558581 2.731271
"Rv2273" 32.634037 38.429004 0 0 39.863325 32.483515 0.517959 1.174638
"Rv2274A" 10.271858 14.082029 0 0 9.628063 13.848394 0.343226 0.622699
"Rv2274c" 9.947994 14.885768 0 0 13.144845 11.315012 0 0
"Rv2275" 199.370051 160.073017 0.783598 0.901206 197.980567 174.30809 2.455839 2.405982
"Rv2276" 168.919158 138.27465 0.318001 0.526649 178.995046 152.504468 1.937453 1.627332
"Rv2277c" 0.817202 1.290076 0.167214 0 1.424836 0.827395 0.18866 0.171139
"Rv2280" 217.920875 171.086451 11.14261 9.544944 224.994534 179.093892 74.501601 68.36902
"Rv2281" 36.838693 31.17527 0.913174 1.276029 32.310508 29.822117 7.057538 6.962861
"Rv2282c" 14.551079 14.190007 0.403343 0 11.849136 10.936942 1.001166 0.825624
"Rv2283" 2.071006 1.198778 0 0 0.945715 1.537681 0 0.39757
"Rv2284" 68.398335 61.416554 1.402737 0.665474 70.151483 62.06341 4.484179 3.349893
"Rv2285" 84.511911 80.672241 3.623213 2.87133 76.081296 70.31185 8.431345 7.53243
"Rv2286c" 43.803424 39.466259 2.076779 2.82846 39.650437 37.318723 5.672881 4.36294
"Rv2287" 15.039904 16.466638 0.092999 0.529438 18.565973 17.302453 0.944345 0.571095
"Rv2288" 21.723649 14.996616 0.400782 0 20.165248 17.848085 1.808745 1.025477
"Rv2289" 163.584361 127.77778 2.418512 1.602144 144.689581 131.063753 7.094645 3.960464
"Rv2290" 262.578298 239.877544 4.697537 2.279212 248.506806 229.825224 21.531422 19.531766
"Rv2291" 334.649165 305.667327 4.695477 5.410397 324.540667 280.647045 51.27791 53.044165
"Rv2292c" 29.316243 18.4412 1.683284 1.045399 20.763701 18.657198 2.279018 3.445604
"Rv2293c" 60.676848 56.941949 7.360109 7.089242 54.171225 51.087433 8.18878 7.742146
"Rv2294" 50.920695 40.583626 0.866396 0.704619 51.376901 43.176617 2.4438 2.660209
"Rv2295" 331.166527 297.323647 30.939239 29.570549 287.347915 252.688662 94.825347 75.220929
"Rv2296" 211.314874 214.022673 9.31119 10.940219 196.191375 188.940657 30.3806 24.640074
"Rv2297" 114.705397 112.107564 8.862324 5.538536 114.665348 104.913644 14.904175 13.006584
"Rv2298" 189.52796 188.668768 5.299228 5.56578 174.611895 172.597592 14.859339 12.123421
"Rv2299c" 119.242655 88.502367 3.506842 1.693933 116.871707 95.591919 9.979497 7.696777
"Rv2300c" 17.674584 14.907632 1.055435 0.756317 18.448033 17.675917 1.832008 2.326614
"Rv2301" 71.969706 77.330255 6.995467 8.711655 82.671604 87.942382 21.704935 23.045273
"Rv2302" 193.336523 192.636945 30.548492 23.231081 202.122281 160.720903 44.314243 36.370263
"Rv2303c" 16.171331 11.194756 2.787256 1.951637 12.64024 12.980425 4.902109 4.36294
"Rv2304c" 23.397439 34.507677 6.492668 6.347063 24.295872 20.346817 8.953286 16.612733
"Rv2305" 31.149378 38.824373 1.350542 2.127265 35.024449 34.459256 2.583771 2.944789
"Rv2307B" 24.149754 21.103486 1.753421 1.996421 29.881971 24.640273 6.726269 4.486463
"Rv2307A" 18.229169 20.697649 3.945197 3.266871 16.008198 20.692623 5.78657 8.075634
"Rv2307D" 157.786905 159.03459 19.040429 14.995473 157.541668 128.21362 26.61968 31.772986
"Rv2307c" 30.789693 37.785946 3.133774 4.633859 30.953725 26.493647 6.263259 8.247456
"Rv2308" 23.937885 21.599319 1.901618 0.984162 21.690774 21.328088 1.787933 2.054387
"Rv2308a" 16.978519 20.708618 0.454942 0.941801 18.459905 11.705771 0.513292 2.560922
"Rv2309A" 3.505609 0.608754 0 0 2.347869 0.780854 0.593494 0
"Rv2310" 1.560758 1.693925 0.219559 0.227261 1.069069 3.041934 0 0
"Rv2311" 6.923078 8.905207 0 0 8.898729 7.853157 0.325574 0.295337
"Rv2312" 24.67949 22.510385 6.172042 1.742331 24.588593 24.154408 2.215712 6.029807
"Rv2313c" 132.01756 142.922715 20.376599 12.929931 137.322259 126.514741 23.589838 23.303163
"Rv2314c" 177.233815 198.884579 6.505269 6.162831 185.085533 182.93118 13.808462 15.121537
"Rv2315c" 132.354076 130.54774 4.041878 3.512209 143.433458 146.46717 8.839078 10.265312
"Rv2316" 5.242753 4.485118 0 0.359244 5.281055 4.207487 0.097896 0.088804
"Rv2317" 3.344989 2.125106 0 0 2.980436 2.362437 0.207183 0.093971
"Rv2318" 11.243388 7.862732 1.545873 1.125996 10.872507 8.102464 1.808745 2.285349
"Rv2319c" 17.688372 19.147715 0.430875 0.445989 18.882025 17.567876 0.486139 0.617386
"Rv2320c" 34.429935 35.448138 1.164536 1.424547 29.554423 34.573649 2.329185 1.191876
"Rv2323c" 42.502332 37.353009 1.916611 2.242604 40.37236 43.624725 3.572718 2.47333
"Rv2324" 25.146277 33.992191 1.86404 2.806439 31.492102 25.658119 2.103121 1.387491
"Rv2325c" 314.657555 431.935978 11.420162 7.665025 346.962712 367.657937 18.119403 17.075828
"Rv2326c" 457.750223 607.791547 20.6552 19.657389 467.024742 572.238242 29.793755 37.134033
"Rv2327" 359.932034 407.30123 10.469207 17.051472 404.437374 349.517742 26.40326 28.520776
"Rv2328" 58.110739 53.252499 1.779974 2.524788 53.820984 50.170361 5.281015 4.520668
"Rv2329c" 162.834198 135.983461 45.115933 36.214149 176.551815 141.013707 60.398399 47.176727
"Rv2330c" 27.789922 23.021984 0.86077 1.78193 26.544504 21.721931 5.503311 3.670743
"Rv2331A" 35.738602 26.375765 1.340669 0.925132 35.903698 30.515487 3.025245 2.744286
"Rv2331" 19.653153 24.010406 1.565846 1.418176 30.974003 28.667622 4.416702 2.40391
"Rv2332" 44.013597 40.486048 1.195776 1.047303 41.466191 39.460848 2.905852 1.929915
"Rv2333c" 20.559291 17.416259 2.018064 2.137432 19.119383 16.766584 1.747388 1.489039
"Rv2334" 934.300142 867.649216 11.366228 11.764937 924.378237 919.790441 32.884547 23.598509
"Rv2335" 339.074736 405.949189 4.830294 5.113363 361.078141 371.333287 7.431581 10.449168
"Rv2336" 146.354309 141.246096 6.957228 5.825751 132.90274 135.767012 12.347622 9.520747
"Rv2337c" 77.292579 69.512244 7.040009 4.063882 70.096167 60.090148 4.735225 5.057555
"Rv2338c" 100.926385 88.912491 4.90738 2.703617 99.690429 89.296375 6.161922 5.022589
"Rv2339" 111.573755 104.116597 5.112779 4.776484 102.473748 90.348748 6.981416 4.803451
"Rv2340c" 36.471886 54.252662 11.709804 15.340089 41.970867 40.015924 20.161604 19.787254
"Rv2341" 4.647436 4.452604 1.082111 0.560035 4.829902 5.354425 0.610451 1.292101
"Rv2342" 136.702462 124.808807 23.487687 12.763588 141.765628 101.692577 36.437791 18.6303
"Rv2343c" 117.998813 129.816874 3.235062 3.634394 117.660259 113.497088 8.012173 6.460507
"Rv2344c" 101.584771 130.543997 7.072132 5.868268 114.547554 129.101148 8.111089 8.793468
"Rv2345" 65.950006 76.240731 6.264568 4.428315 70.213266 74.205911 5.990611 7.701785
"Rv2346c" 1199.966412 1185.417813 81.063426 69.326437 1174.860223 1243.57941 101.056465 114.520991
"Rv2347c" 663.332121 730.210115 53.048958 45.142215 690.674532 685.258292 72.226461 66.301771
"Rv2348c" 548.341635 758.117028 51.193462 47.474526 618.850518 601.758828 68.736444 68.991105
"Rv2349c" 110.768993 93.76492 1.041718 0.564803 101.043497 86.056523 2.630497 2.081578
"Rv2350c" 168.378589 148.66423 0.984377 0.967962 165.082285 149.241998 3.609556 1.914224
"Rv2351c" 25.759737 20.99906 0.44297 0.560399 24.76434 20.116497 1.443822 1.964599
"Rv2352c" 42.296251 54.017635 2.31881 1.933454 42.444595 43.281606 2.543547 3.559871
"Rv2353c" 1.263994 0.823105 0.355623 0.294478 0.865796 1.54851 0 0.582356
"Rv2357c" 55.799631 53.654353 4.190072 2.590967 57.320391 50.943974 6.38518 4.901074
"Rv2358" 100.301672 92.960376 86.887173 60.148857 93.563212 79.555214 63.468981 59.284655
"Rv2359" 103.102381 85.653137 90.588962 59.252558 87.905784 94.608475 54.583356 45.766036
"Rv2360c" 152.501364 132.410466 8.651846 4.934574 132.829986 109.21031 17.730124 16.625641
"Rv2361c" 116.712006 113.14223 7.056192 5.631777 110.248517 113.999384 9.783664 10.441224
"Rv2362c" 71.44063 86.855063 7.498842 7.86014 76.338645 65.380353 10.388382 10.589403
"Rv2363" 18.920172 19.921958 0.520603 0.592752 22.518419 18.701849 1.762127 2.024736
"Rv2364c" 312.090081 315.241742 27.933571 18.494179 299.596892 300.262899 46.09144 47.648924
"Rv2365c" 45.265413 93.641377 7.751967 5.502098 64.527082 86.359681 9.495909 9.067379
"Rv2366c" 258.012853 311.458852 24.322685 22.358584 254.58029 271.536507 53.185803 56.307173
"Rv2367c" 343.281534 326.265741 35.183401 32.418784 317.098793 280.731846 86.085865 80.491565
"Rv2368c" 373.46558 370.729699 58.008932 50.641125 321.462765 317.898157 119.519333 112.66539
"Rv2369c" 1.332826 1.735854 0.999971 0.517524 2.434514 2.473992 1.410284 0.255862
"Rv2370c" 11.166727 9.028467 2.132929 3.16245 11.134104 11.637929 7.219493 6.785008
"Rv2371" 26.416463 27.335036 2.850723 2.52919 26.108855 22.972213 0.918959 2.084035
"Rv2372c" 61.080246 92.364012 19.392971 20.371362 75.729126 73.251798 26.104724 34.783567
"Rv2373c" 295.005727 310.410698 61.310223 54.248821 297.941414 292.47559 83.306148 88.659076
"Rv2374c" 374.692578 334.333574 63.930549 38.974528 359.000604 335.294954 77.181867 71.516313
"Rv2375" 117.682647 104.935474 18.817848 17.752053 113.66425 90.520099 37.894053 25.354443
"Rv2376c" 862.786483 728.027026 37.350982 26.289611 867.269255 640.651201 35.230385 29.664814
"Rv2377c" 92.859698 96.318472 11.923264 10.163598 39.842627 43.033716 0.791326 0
"Rv2378c" 68.086725 76.026659 18.00179 12.644 34.150823 38.69564 1.055101 1.375849
"Rv2379c" 83.359651 104.302695 24.143961 19.467154 44.428773 46.402579 1.734205 1.696877
"Rv2380c" 61.588746 66.693149 36.921235 27.920778 27.600683 26.278999 1.540335 1.765795
"Rv2381c" 35.830468 38.863365 49.016233 35.652775 12.783622 10.268421 0.680304 0.617123
"Rv2382c" 20.015848 25.127192 35.973109 32.595295 8.012013 6.401246 0.640174 0.929152
"Rv2383c" 14.428741 17.043402 59.848785 57.700096 6.212312 5.315324 1.20796 1.333193
"Rv2384" 6.897256 7.881541 2.14128 2.724316 3.511622 4.10569 0.402653 0.319601
"Rv2385" 11.766058 9.517984 1.644903 1.447213 7.742337 7.732232 1.484702 1.515168
"Rv2386a" 137.179504 137.195847 64.565975 33.6021 139.920802 134.931522 155.868566 128.840973
"Rv2386c" 20.097791 18.011571 41.093037 30.307289 9.586462 6.870128 2.905622 2.291976
"Rv2387" 66.770957 56.250071 11.899773 5.939765 62.991112 47.045502 31.009369 28.809535
"Rv2388c" 186.587926 230.756771 8.595494 9.383565 191.825902 197.838427 10.076776 12.371184
"Rv2389c" 82.506214 80.811164 9.773909 5.226993 77.996074 80.604255 5.513754 5.668574
"Rv2390c" 108.802054 99.914269 6.923185 3.653275 105.316733 94.306978 1.991078 1.806163
"Rv2391" 720.812965 673.653653 146.929227 291.608766 747.68505 696.499363 122.133555 105.888172
"Rv2392" 311.023166 321.689693 33.467652 53.397324 340.383266 350.312413 31.280642 29.287633
"Rv2393" 228.416559 270.71869 14.773505 25.949612 267.684327 270.252918 15.557128 16.58655
"Rv2394" 169.558271 195.315632 6.704385 7.548298 187.278025 197.49294 7.564288 9.108914
"Rv2395A" 0 0 0 0 0 0 0 0
"Rv2395B" 199.883475 263.513173 217.602747 222.859987 215.709019 263.956951 195.788382 183.713333
"Rv2395" 143.918911 140.647781 4.611393 4.18629 141.899739 133.091139 6.738115 7.234221
"Rv2396" 183.267837 319.323629 77.910021 112.264842 232.357674 330.77136 79.246248 90.804035
"Rv2397c" 74.892565 77.975903 2.869235 2.5244 72.706327 79.292146 3.07538 5.579529
"Rv2398c" 101.495739 92.334439 3.607038 3.159172 94.421398 87.135266 6.991494 7.667415
"Rv2399c" 88.321607 83.54511 3.64514 3.128834 74.025517 74.610023 6.620387 8.007389
"Rv2400c" 143.225257 138.87103 12.235638 8.784863 133.331702 128.296234 21.784733 18.241432
