"C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C5_Fe_YES_1" "C5_Fe_YES_2" "C6_Fe_YES_1" "C6_Fe_YES_2"
"Rv0936" 229.559377 205.573536 1.170496 1.990411 212.029119 207.096885 4.15053 3.593925
"Rv0937c" 171.3808 152.215258 7.003445 4.673771 158.83872 148.829578 10.60492 8.7712
"Rv0938" 308.493628 313.630262 6.445207 5.914756 283.49677 293.173583 12.856961 15.505217
"Rv0939" 239.768466 251.490124 12.839936 10.818661 243.058558 231.665376 16.650966 18.55017
"Rv0940c" 58.302287 50.553998 6.203106 7.958052 53.743234 45.738034 8.477317 9.56781
"Rv0941c" 120.875587 106.159215 27.598033 19.550576 100.784639 85.518615 36.989879 29.948708
"Rv0942" 3.618694 2.932494 0.271497 0 9.694427 4.030213 0 1.111485
"Rv0943c" 0.969852 1.403468 0.145529 0.075317 1.535311 0.936124 0.492583 0
"Rv0944" 9.87744 15.069543 0 0.164371 12.629361 10.843554 0.358336 0
"Rv0945" 123.485782 159.752491 1.192879 1.543404 135.608349 138.020506 4.037631 4.781793
"Rv0946c" 102.62197 90.579137 4.101866 2.736152 100.862053 89.755893 11.569925 10.775286
"Rv0948c" 479.408623 421.212095 22.390857 20.710728 437.839331 384.238961 47.031626 38.763043
"Rv0949" 96.485996 97.728736 5.134889 4.841062 100.966113 101.632359 9.852621 8.435481
"Rv0950c" 166.888063 166.136934 1.516472 2.432985 208.043124 166.7322 4.277437 5.587466
"Rv0951" 464.504089 386.238971 8.915333 8.958635 526.41558 464.32621 26.578756 27.97333
"Rv0952" 443.182832 370.699384 5.897032 5.072247 504.443611 439.004179 16.024347 13.771081
"Rv0953c" 9.354898 8.535468 0.80298 0.277049 11.439922 9.80068 0.805307 1.552348
"Rv0954" 656.545291 705.962855 17.608039 19.429284 735.90531 758.414447 39.076916 39.698117
"Rv0955" 125.513117 163.573373 2.713188 4.126574 146.848541 156.609117 5.747524 6.857205
"Rv0956" 49.338207 47.978865 2.688579 2.298909 55.115635 59.923293 3.560966 3.70881
"Rv0957" 104.857862 103.386013 1.782868 2.194539 121.965365 107.435934 5.436589 6.559141
"Rv0958" 81.647167 110.909756 9.33125 8.522272 92.741758 110.976288 10.651933 11.010951
"Rv0959A" 6.670133 4.738413 5.118094 1.765876 12.460436 9.792328 3.849693 4.889032
"Rv0959" 49.005607 60.871821 10.242272 6.6017 50.96744 53.501823 6.137772 6.873289
"Rv0960" 91.496406 85.986558 14.794491 15.925995 84.68337 62.07787 22.701158 19.785303
"Rv0961" 260.333808 252.066301 29.167253 24.332555 229.104921 202.268039 47.152101 43.886894
"Rv0962c" 5.085471 3.116822 0.112219 0.348466 3.642755 2.443205 0.379836 0
"Rv0963c" 8.486988 8.901038 0.567399 0.978838 9.055724 7.767594 0.853565 1.16144
"Rv0964c" 26.477149 25.16689 0.940966 1.62329 19.854143 19.865695 3.715791 1.926114
"Rv0965c" 53.365391 60.666723 5.410557 5.413672 53.275285 45.691097 6.307997 5.352992
"Rv0966c" 93.427107 100.21127 16.958461 14.432743 114.685601 92.241745 13.889539 14.013837
"Rv0967" 82.078002 93.34234 266.169323 364.800573 83.840272 74.129046 180.659672 172.495543
"Rv0968" 36.713291 52.537349 140.528731 274.021163 47.811153 49.469844 115.965194 155.313204
"Rv0969" 59.945466 78.425883 120.973775 221.418419 65.750301 77.06854 155.7403 206.334021
"Rv0970" 71.241958 72.011894 42.121995 67.257283 61.665705 69.159214 54.680235 72.749598
"Rv0971c" 20.19231 31.673265 0.748126 0.580777 25.802844 30.26242 2.321222 1.914224
"Rv0972c" 57.214429 57.939647 0.778898 1.47807 60.68136 63.592406 2.050531 3.919485
"Rv0973c" 66.568794 75.937554 0.907159 1.134602 74.814843 84.986809 3.880813 4.255424
"Rv0974c" 36.024436 42.966574 0.571681 0.986225 38.042729 42.195567 2.311268 2.535444
"Rv0975c" 35.850577 45.114581 0.461475 0.81885 35.30999 46.190657 1.338849 2.496488
"Rv0976c" 21.196127 35.800401 0.720122 0.931728 28.197257 32.915559 1.726529 2.303211
"Rv0977" 10.878012 15.137165 1.557584 1.41423 12.972878 15.657638 3.237242 3.076432
"Rv0978c" 0 0.586751 0 0.15744 0.123437 0.677367 0 0.077837
"Rv0979A" 657.603973 675.087628 16.107289 16.672306 685.724983 632.437659 40.275753 25.396477
"Rv0979c" 2.761342 4.495417 0.38845 0.402076 2.521907 1.922101 0.876545 0.39757
"Rv0980c" 1.224667 2.807182 0.551294 0.285316 2.102736 2.946103 0.248801 0.338542
"Rv0981" 286.670062 307.684141 96.476445 78.06252 254.47583 231.650996 82.104368 76.171919
"Rv0982" 462.97924 494.949867 183.294656 140.042018 416.910548 417.758285 102.950699 98.762606
"Rv0983" 587.724088 643.598707 98.444979 118.647127 589.509311 629.519229 108.620948 100.700551
"Rv0984" 890.902478 937.50852 151.495583 149.055468 860.037825 837.075184 105.655034 114.869238
"Rv0985c" 33.358641 27.682305 4.817294 4.298514 32.353412 26.960002 7.309351 7.480587
"Rv0986" 34.239526 28.085825 7.808005 7.976938 32.505001 30.406256 4.004299 4.255113
"Rv0987" 42.355625 35.660491 3.716597 2.2288 37.486114 34.532708 3.294726 3.230254
"Rv0988" 74.032673 66.544563 3.131692 2.836353 69.83711 54.881708 2.944468 3.67264
"Rv0989c" 29.249256 25.993439 2.633359 7.135006 30.170053 26.366987 2.184642 1.18905
"Rv0990c" 8.810445 9.072942 17.178723 48.928476 11.789051 7.872717 11.056881 8.49601
"Rv0991c" 99.041361 75.112614 335.064556 535.178187 98.760489 84.416618 146.544977 103.368116
"Rv0992c" 38.752919 64.441879 0.892651 2.111916 46.879767 51.110425 2.014284 4.045974
"Rv0993" 243.433172 249.117367 8.142271 9.875101 255.163384 243.199052 13.176734 14.562446
"Rv0994" 240.647361 297.630999 5.676649 4.712863 259.898164 271.466446 16.011838 21.484591
"Rv0995" 137.804819 168.254939 2.475418 2.434139 138.712609 160.335297 7.121932 9.500746
"Rv0996" 362.661641 437.733408 19.833684 20.966213 420.254896 443.089895 231.075941 284.694218
"Rv0997" 374.399085 328.050977 9.643816 4.174335 319.737085 328.132084 17.409167 15.612892
"Rv0997a" 860.577031 690.385456 24.948677 19.601225 745.463689 640.448782 53.923199 52.299344
"Rv0998" 118.426623 122.596573 4.157813 3.051688 111.716137 112.068874 18.764371 16.634839
"Rv0999" 160.066403 140.672793 2.395187 2.995708 164.166923 125.331651 5.404786 7.149968
"Rv1000c" 115.229041 140.332663 6.49617 5.455357 124.534459 117.537437 14.658734 13.673695
"Rv1001" 103.884342 93.968717 7.205125 6.87421 100.418674 90.338768 15.622302 14.107311
"Rv1002c" 59.294879 61.416554 4.158113 3.422436 65.659024 67.475677 4.521862 4.101909
"Rv1003" 22.357453 33.375066 0.706273 1.644858 23.786168 28.569417 0.697252 1.626421
"Rv1004c" 24.358977 59.46081 2.404692 3.982471 35.321709 52.235395 3.391396 6.706622
"Rv1005c" 33.82493 52.159243 3.90566 4.953686 38.927475 45.075164 6.5168 7.600597
"Rv1006" 291.903702 300.467449 7.868169 9.892637 288.959256 270.857258 16.701432 16.879213
"Rv1007c" 97.078415 87.660632 2.913377 3.36739 98.709015 92.8375 7.2315 6.311419
"Rv1008" 13.207549 18.745041 0.762242 0.887603 16.701686 16.972519 0.967508 0.585103
"Rv1009" 279.861588 292.416765 13.841883 18.863254 315.542319 313.408438 29.821864 30.113439
"Rv1010" 137.084762 146.529862 5.796215 6.492649 147.492896 141.830537 9.764661 11.458258
"Rv1011" 89.158952 105.649622 4.112258 4.256509 95.978275 98.809789 6.217191 4.966383
"Rv1012" 9.615386 13.914386 1.288228 0.80005 15.472414 18.867976 0 1.845859
"Rv1013" 223.288666 246.128895 25.990527 23.353631 290.551446 279.995517 25.351464 21.384872
"Rv1014c" 18.696584 13.798433 1.578079 2.041794 15.581313 13.404655 4.451207 4.441599
"Rv1015c" 141.055336 123.464409 11.689474 12.583502 138.500562 120.772042 28.619615 22.133219
"Rv1016c" 121.074792 106.325525 2.002144 2.072376 112.381785 96.206682 7.529796 6.375126
"Rv1017c" 325.080414 292.023391 14.053107 8.791579 323.900195 291.747962 26.484004 22.364814
"Rv1018c" 156.101395 165.54192 4.123368 7.376805 167.063625 173.399903 11.774162 11.566392
"Rv1019" 147.759666 142.362441 44.632537 29.302841 140.846275 132.129914 40.429553 43.461594
"Rv1020" 87.854262 122.21225 4.743182 4.676783 98.072316 106.929539 5.420742 6.967932
"Rv1021" 78.388007 77.562032 3.175521 1.924047 84.036167 78.104534 3.145884 3.725691
"Rv1022" 87.628742 121.112185 1.448728 1.285326 93.046998 100.870939 2.451813 4.448218
"Rv1023" 147.34647 173.056132 1.233104 1.580254 164.924651 173.865252 2.981274 5.228504
"Rv1024" 63.094846 91.275942 0.661553 0.570632 82.140933 94.493529 1.368406 2.256946
"Rv1025" 71.622297 107.265645 0.647417 0.167532 86.296504 116.126963 1.643523 2.981773
"Rv1026" 51.181897 71.224264 0.236712 0.326687 54.940137 53.878906 0.801217 0.242269
"Rv1027c" 22.4359 23.256027 5.227821 2.8783 21.12236 18.162589 4.643374 5.009028
"Rv1028c" 20.377322 20.973392 5.219941 3.460379 21.894605 21.417702 6.220317 7.293395
"Rv1028A" 14.474774 10.682658 4.072462 3.372254 29.744266 9.672511 1.837918 7.502525
"Rv1029" 19.180341 16.789702 4.281781 2.969883 18.520254 19.046278 4.68155 3.749805
"Rv1030" 29.830267 27.436818 2.418239 1.95092 31.02434 28.753013 3.330255 2.402217
"Rv1031" 29.875172 22.863533 6.11298 3.438811 25.451351 24.066734 5.097804 3.808299
"Rv1032c" 58.905236 49.884438 1.930826 1.178636 46.244233 39.587752 1.95504 2.432191
"Rv1033c" 43.219544 42.735502 4.893268 4.558424 42.80766 36.803028 6.845888 5.408797
"Rv1037c" 1.417004 2.050541 0.531563 0 4.098099 1.578146 0 0.272021
"Rv1038c" 3.852629 6.099842 1.020172 0.26399 5.381342 7.824312 0.863264 1.044122
"Rv1039c" 2.918956 4.472481 0.966171 1.000062 3.502202 4.143305 1.30811 0.527388
"Rv1040c" 4.308343 5.575837 1.189277 1.609762 3.637805 4.526688 2.373977 1.966241
"Rv1041c" 5.375268 4.734756 0.613697 0.907464 3.628525 2.2558 1.285904 1.16648
"Rv1042c" 86.279234 87.230923 7.426254 4.612053 79.249999 82.678629 16.129081 8.740686
"Rv1043c" 293.897173 262.697099 5.020321 7.183295 250.798854 220.867442 10.911966 7.405026
"Rv1044" 14.669627 10.77027 8.011786 10.303208 12.018463 9.85077 8.902415 6.584748
"Rv1045" 20.833336 19.016328 8.330539 8.889444 19.30567 17.763094 9.7866 8.965602
"Rv1047" 0.161797 0.093655 0 0.125649 0.147768 0.240263 0 0
"Rv1048c" 12.182935 10.106632 2.6471 1.967148 11.236723 10.680064 1.991078 1.389356
"Rv1049" 12.799003 15.688704 2.541872 1.754025 11.689208 13.08061 1.529542 2.42811
"Rv1050" 9.657838 8.772514 1.086889 0.519238 8.277617 7.115594 0.754642 0.941266
"Rv1051c" 1.157408 3.478597 0 0.10371 2.114099 1.685652 0.113047 0.410191
"Rv1052" 136.168656 113.883898 13.984208 9.448796 114.11629 98.027174 18.407455 12.72223
"Rv1056" 70.387138 61.954486 3.762635 2.357271 68.703421 55.951997 7.596727 9.526081
"Rv1057" 119.639153 85.930163 27.620388 33.895858 99.176072 102.232381 22.631114 21.054039
"Rv1058" 45.20174 34.949664 2.970502 3.170786 42.186311 38.032169 3.560966 2.850224
"Rv1059" 81.780436 81.871464 1.778117 1.030675 77.632999 71.442616 2.567908 3.27575
"Rv1060" 138.023386 132.415639 8.309884 5.458569 148.102179 117.819953 10.637822 8.504972
"Rv1061" 65.593847 63.039899 3.419171 3.811349 60.261974 56.134706 6.825185 5.294027
"Rv1062" 37.340869 41.344214 0.617989 0.822429 42.485535 35.38414 0.896467 2.529989
"Rv1063c" 74.57917 80.18695 15.667133 12.017741 79.918603 81.329916 36.931458 44.66877
"Rv1064c" 14.102566 20.871579 1.262463 3.546888 18.441445 15.527834 1.424386 2.030445
"Rv1065" 194.444469 228.50514 270.661421 120.856935 188.208983 209.020906 358.43289 336.356567
"Rv1066" 45.381707 114.667191 84.929342 160.175666 65.041796 95.97402 74.672377 144.676207
"Rv1067c" 0.974014 2.945351 0 0.039124 1.441696 2.581025 0 0
"Rv1068c" 7.446398 12.468969 0.16325 0 9.141233 12.493659 0 0
"Rv1069c" 108.630966 96.93689 1.588814 1.022286 106.494813 85.288349 2.761565 1.670063
"Rv1070c" 143.920213 143.156381 1.174384 1.316878 170.198174 145.37196 1.987516 1.702769
"Rv1071c" 88.83579 90.926089 2.116268 2.114968 97.122573 90.994283 2.717038 2.53939
"Rv1072" 4020.28816 3373.276086 714.852815 655.247636 3842.371573 3276.921192 778.562447 704.218444
"Rv1073" 404.7942 353.660579 153.540418 177.055195 368.035247 330.114157 119.768826 109.282665
"Rv1074c" 461.925345 416.280047 17.102334 14.998638 474.561861 429.769577 31.2944 31.761508
"Rv1075c" 29.700858 32.590584 5.610948 2.323108 30.182823 31.09533 6.511481 7.629551
"Rv1076" 147.715558 130.34698 5.337932 4.034257 138.207695 117.725489 5.257802 5.37653
"Rv1077" 271.209022 290.73586 10.154005 10.90362 272.28121 273.785785 23.341557 24.897267
"Rv1078" 254.614884 260.759059 6.390893 6.831962 298.259972 298.188918 20.922522 17.799904
"Rv1079" 141.248123 122.990296 2.985774 3.426435 142.906711 122.367205 9.007688 8.17113
"Rv1080c" 1465.948124 1294.071637 217.755773 164.887879 1423.654691 1182.43022 381.562896 271.73285
"Rv1081c" 36.980553 36.676402 2.263727 5.587476 36.035007 35.326899 7.465749 7.128836
"Rv1082" 121.728345 119.509651 26.647147 17.453455 115.42742 113.004934 45.048067 48.107306
"Rv1083" 32.77154 31.737308 4.822893 4.698421 26.476481 25.548832 6.721823 11.033675
"Rv1084" 25.89782 36.619196 5.506887 4.885765 27.604404 40.039027 10.143998 16.716802
"Rv1085c" 96.852919 122.332076 3.117193 4.624706 108.439405 133.060044 7.15124 4.785561
"Rv1086" 160.548914 155.915193 67.683388 37.761548 159.327226 142.323208 56.542182 50.603213
"Rv1087" 11.626938 24.882836 2.597255 2.790452 13.660329 19.879234 2.299791 4.374302
"Rv1088a" 12.137454 15.967328 0.413922 1.713768 16.459577 14.746614 2.802072 4.660038
"Rv1088" 2.320955 2.55257 0.522399 0.720965 3.532844 3.446527 0.589401 0.356442
"Rv1091" 11.034049 26.209229 0.413922 0.734472 14.92399 23.963248 0.50037 1.0591
"Rv1092c" 193.75156 191.004956 1.290697 1.586468 192.204762 183.054065 5.915982 4.623494
"Rv1093" 271.437613 309.401201 15.788181 11.873966 288.162569 295.751545 23.484028 26.447229
"Rv1094" 4734.381398 4181.383927 530.966404 404.902596 4223.343247 3761.768439 660.068905 587.157114
"Rv1095" 1542.13212 1696.343203 80.983814 78.103805 1537.495252 1592.797646 150.512349 159.577506
"Rv1096" 174.031897 163.513097 14.354034 12.530463 175.572658 158.481215 34.34137 27.523531
"Rv1097c" 222.756438 194.735146 2.576455 2.40015 227.416606 200.238515 7.654866 6.592354
"Rv1098c" 226.862377 205.751295 1.382065 1.925734 245.799653 213.838845 5.75752 5.277214
"Rv1099c" 116.196949 143.552 1.808487 1.799929 139.764362 125.211937 3.688494 4.912121
"Rv1100" 171.912689 209.869377 26.652001 19.545381 177.146451 169.144928 40.296743 42.73874
"Rv1101c" 177.801603 149.583255 25.772565 25.051652 156.226746 131.474727 49.373808 43.248577
"Rv1102c" 250.03085 191.80446 67.978787 65.337416 214.75614 184.762003 121.620683 84.980518
"Rv1103c" 88.485513 83.564341 30.91265 38.59182 92.877473 76.129589 41.001028 38.159258
"Rv1106c" 102.261745 109.477339 7.486305 5.776462 89.307625 89.038371 8.062564 6.756541
"Rv1107c" 80.873594 96.494649 1.761577 2.735055 81.485453 79.32021 4.306284 2.40391
"Rv1108c" 206.669158 210.816328 6.494402 8.669773 211.948548 192.690671 12.18946 13.417977
"Rv1109c" 730.062087 630.315157 40.896695 31.042941 744.199353 663.513032 57.644181 52.533326
"Rv1110" 330.528887 305.710657 63.198306 46.514018 300.283312 279.917466 69.608406 65.37418
"Rv1111c" 184.343753 206.382586 4.618768 5.258865 200.906796 209.573519 12.941071 13.551308
"Rv1112" 15.730198 19.208072 1.904274 1.168043 17.399749 16.123102 2.307665 2.454271
"Rv1113" 5.099068 1.180615 0.765129 0 6.519703 6.057532 0.431632 0.391546
"Rv1114" 47.743596 44.103038 3.837888 1.463558 40.325292 41.978696 5.469644 2.274099
"Rv1115" 25.13206 23.994851 0.758562 0.224334 25.06348 21.233859 1.100384 0.77637
"Rv1116" 18.817207 14.138812 1.221739 0 15.202625 14.105745 0 0.833614
"Rv1117" 291.251223 294.546939 41.848317 31.458756 275.103856 261.904121 47.479546 36.370263
"Rv1118c" 26.735463 24.638645 1.759531 1.274876 28.058412 25.945021 1.588166 2.611215
"Rv1119c" 0 0 0 0 0 0 0 0
"Rv1120c" 1.495727 0.708369 0 0 0.745109 0.757191 0.690612 0
"Rv1121" 351.527799 303.506429 12.651665 13.599137 333.859035 308.301781 29.097743 26.506064
"Rv1122" 201.528336 208.283262 3.035835 3.142327 217.884257 186.708764 8.855423 10.003366
"Rv1123c" 80.710004 84.413942 2.74992 2.760128 86.0195 77.930747 6.581323 7.931712
"Rv1124" 44.022492 50.758978 0.318603 0.989336 49.060836 40.909838 4.043999 5.298839
"Rv1125" 25.949957 29.525321 0.36505 0.377855 28.933565 27.455946 1.372903 0.996319
"Rv1126c" 119.065768 105.8871 2.499927 2.846382 111.074708 101.557371 7.756559 7.931712
"Rv1127c" 122.186552 124.776053 3.548267 3.619507 124.278394 129.720318 9.573269 11.947333
"Rv1128c" 67.406975 68.051199 0.893779 0.578207 64.916787 65.066536 1.260519 1.600834
"Rv1129c" 307.698928 283.122042 0.985084 2.307605 301.172395 284.76308 12.69371 9.869851
"Rv1130" 618.285729 557.346411 4.503664 11.306968 616.192315 558.682313 64.759578 48.104422
"Rv1131" 533.621373 502.874388 3.588728 7.163899 531.972751 482.749928 32.536745 26.038796
"Rv1132" 195.779476 190.007332 0.96271 1.675899 179.016604 171.879842 5.233447 4.657835
"Rv1133c" 1225.000153 1641.38126 23.422015 26.238131 1583.88823 1915.146484 125.271034 173.753642
"Rv1134" 8.519962 13.808707 0.639222 0.992467 7.262454 11.702922 1.081812 2.2898
"Rv1135c" 6.451681 11.1405 0.938179 0.422213 7.977721 10.455114 2.347131 2.170897
"Rv1138a" 8.808168 8.369246 0.561095 0.967962 8.347979 9.254563 0.844081 0.382845
"Rv1138c" 42.356862 42.408093 1.191706 0.770943 40.316105 35.748819 2.689107 2.972977
"Rv1139c" 63.814686 67.772225 6.954887 4.694904 71.532683 71.52059 10.235112 13.307871
"Rv1140" 236.726495 205.333071 5.174761 3.786338 226.336694 211.641708 17.213433 17.988974
"Rv1141c" 41.952631 35.411854 3.379084 1.845964 34.734815 33.347388 5.083312 6.244356
"Rv1142c" 253.217075 279.456737 13.797925 10.298537 262.948645 203.14969 20.545053 16.331394
"Rv1143" 74.330573 84.881609 3.217358 2.461465 80.826769 85.829018 5.366109 7.874302
"Rv1144" 47.642768 52.231612 0.905352 1.353604 57.634617 50.273291 3.972392 2.882776
"Rv1145" 16.531716 16.083932 1.411965 1.117614 14.019812 12.247074 2.249031 1.445113
"Rv1146" 14.338017 16.212771 0.911332 0.9433 15.92255 12.785443 1.633054 1.975187
"Rv1147" 20.368075 19.3006 0 0.722626 20.773773 15.429957 0.918959 1.071789
"Rv1148c" 27.452623 31.41828 8.782353 8.06234 28.423667 34.764965 3.184963 4.654775
"Rv1149" 0.659879 0 0 0 1.054658 0.18373 0.418937 0.190015
"Rv1151c" 32.711165 29.629457 3.076591 2.74527 33.490766 23.727454 5.027246 3.474559
"Rv1152" 201.187499 212.844486 33.32075 20.993662 189.956957 163.646458 31.756811 34.526645
"Rv1153c" 31.473683 31.250826 2.76582 1.754644 26.717287 29.666923 4.630514 3.926527
"Rv1154c" 32.919966 41.14497 3.893578 3.297402 30.352741 34.328373 2.662404 2.777414
"Rv1155a" 170.584067 151.512204 15.229715 5.39293 167.826904 110.261503 14.469957 9.024201
"Rv1155" 416.4285 373.808102 27.637708 23.132977 395.549605 322.977981 39.459352 35.969311
"Rv1156" 1492.903117 1427.01968 109.628181 77.338166 1350.386285 1363.211232 184.588847 188.409486
"Rv1157c" 97.101611 127.458769 2.036231 2.318424 117.600013 150.192594 3.752416 5.765829
"Rv1158c" 150.950311 295.107041 1.328909 2.407168 244.627741 313.108641 6.372255 6.460507
"Rv1159A" 436.909636 366.841804 79.202954 34.113009 399.2411 319.048609 87.562278 67.461297
"Rv1159" 99.039958 89.464349 4.617342 5.263292 87.0846 76.755028 6.990044 6.819424
"Rv1160" 49.137782 58.303237 2.667176 2.944785 51.370534 49.622704 7.021623 4.185681
"Rv1161" 730.813513 754.7646 191.017951 214.188026 712.431047 740.885152 384.595874 371.010216
"Rv1162" 334.732394 397.304261 48.240096 36.467395 332.393203 368.507079 76.646766 78.404438
"Rv1163" 115.844772 181.49319 9.999708 10.738625 133.492526 122.833702 27.782586 34.157533
"Rv1164" 122.534532 118.063848 18.093602 8.464766 113.319898 97.926011 25.719689 25.946653
"Rv1165" 129.479043 130.07407 5.579726 3.365552 137.993216 126.525613 8.96752 9.202885
"Rv1166" 104.136443 117.432168 7.86062 7.807616 122.266392 122.264995 14.288656 13.327336
"Rv1167c" 95.074904 107.333645 14.999563 47.353454 93.525918 90.177007 25.385104 26.097891
"Rv1168c" 47.199444 44.742571 17.317939 98.213246 47.535584 40.253347 27.748853 21.299194
"Rv1169c" 20.214524 21.60174 41.998776 235.47346 19.070361 20.781533 49.359924 32.238571
"Rv1170" 40.738871 45.432301 14.451881 16.592265 42.194241 43.563418 11.526285 11.390894
"Rv1171" 139.957282 128.277388 24.046918 21.868033 115.276453 97.569531 30.425668 22.501903
"Rv1172c" 254.854401 258.978696 53.930467 76.713316 273.073963 285.615568 126.489198 102.531804
"Rv1173" 312.898343 358.143633 13.405385 12.198351 312.211052 333.523852 25.5625 28.917743
"Rv1174c" 1531.098597 1632.295377 141.714337 152.571696 1487.683709 1448.364054 329.79036 285.659185
"Rv1175c" 81.500485 75.669524 1.571065 1.626176 87.638602 79.070983 4.304812 3.905018
"Rv1176c" 22.4359 19.480141 1.461799 0.687762 25.235661 14.203318 2.698837 1.360107
"Rv1177" 1201.658584 1486.924486 41.927677 44.117742 1291.653071 1536.605494 207.254752 187.532522
"Rv1178" 1431.200292 1870.952117 23.510334 31.318761 1496.652782 1647.786338 97.8628 122.447079
"Rv1179c" 59.669947 62.792368 5.85568 4.865552 62.648596 64.408802 7.546217 5.828202
"Rv1180" 167.42045 159.187406 22.202829 21.431741 170.083672 158.815107 40.54695 33.082025
"Rv1181" 141.361762 141.775552 7.034065 7.313828 134.579701 125.962606 14.378834 14.920792
"Rv1182" 130.58358 111.073867 5.818541 4.807066 119.1741 100.213412 10.600085 11.473205
"Rv1183" 183.379372 150.072827 4.405405 4.143031 152.708318 131.912117 11.900656 11.362248
"Rv1184c" 371.563437 336.465316 58.283717 46.679954 321.188495 283.883707 108.886425 84.273728
"Rv1185c" 363.895577 312.691582 16.658409 11.46508 339.951099 302.523499 41.919765 28.653856
"Rv1186c" 21.353649 24.6122 3.044902 2.133467 19.768195 18.914334 7.663674 6.664271
"Rv1187" 26.10648 29.005356 1.763735 3.45904 25.613118 27.559543 9.007149 5.842959
"Rv1188" 21.348099 29.16118 1.453745 1.663134 21.856527 21.807115 2.244488 2.505894
"Rv1189" 18.503835 21.42146 0.780905 0.628676 19.082213 24.042781 2.643191 2.752931
"Rv1190" 6.891573 7.778759 0 0 6.783542 5.884386 0.194455 0.264594
"Rv1191" 27.511563 39.535105 1.986827 2.913406 36.076706 37.112313 2.615267 2.626567
"Rv1192" 345.0739 396.307931 56.627878 74.617223 374.916649 413.648769 100.842427 109.079579
"Rv1193" 66.408371 96.003393 3.51572 6.836995 75.607329 95.468427 6.851479 8.286895
"Rv1194c" 163.856504 160.688078 41.404006 41.80356 172.566862 162.950478 80.872743 69.136613
"Rv1195" 5496.5712 7050.836855 105.541923 153.150903 5649.43412 7526.180463 210.524307 233.611941
"Rv1196" 3528.732126 5097.535338 40.965642 73.004562 4090.310335 4273.27774 88.00673 101.983721
"Rv1197" 5281.954817 6372.170405 75.492749 98.996085 5485.864094 7123.657471 112.224381 124.250563
"Rv1198" 12693.051519 12669.268221 180.465791 207.429102 12638.968121 13489.206859 209.909571 242.371029
"Rv1199c" 2.804488 1.592127 0.546258 0.251298 2.512056 3.183481 0.410881 0.248481
"Rv1200" 211.455726 215.10465 18.729501 15.64417 181.720861 171.391892 37.849892 39.005692
"Rv1201c" 283.97641 299.063038 4.367011 3.698344 304.586684 299.297792 15.587625 13.814921
"Rv1202" 85.698819 95.919114 5.334352 5.374233 92.178363 103.327843 10.191384 11.938289
"Rv1203c" 3.681789 3.696232 0.906384 0.536102 4.728576 3.972343 1.753091 1.325232
"Rv1204c" 28.373643 33.389584 1.749061 1.485469 31.736609 25.431143 2.175794 2.891737
"Rv1205" 70.768558 78.02418 3.357615 1.390158 73.351609 77.487271 4.697444 2.611694
"Rv1206" 65.356753 72.74106 2.744485 2.622237 70.072007 60.546196 3.715791 4.062125
"Rv1207" 81.86642 116.941909 2.137085 4.424101 96.671453 117.49523 6.429832 9.397101
"Rv1208" 136.065106 162.134708 8.002074 6.272392 134.543736 164.147464 11.745709 11.688548
"Rv1209" 68.219729 99.776329 7.800586 3.824629 69.467773 53.631319 3.705721 5.252445
"Rv1210" 205.096961 194.89643 13.178884 11.218912 199.10763 212.209377 20.288821 24.833559
"Rv1211" 1583.207013 1471.006926 74.086656 55.708744 1579.655326 1296.38156 179.92249 163.892868
"Rv1212c" 25.153651 26.810296 1.041207 0.875656 26.669329 22.411307 2.349503 1.798286
"Rv1213" 113.342844 108.271102 5.361572 2.258577 101.137031 93.841264 12.590872 10.592041
"Rv1214c" 39.010169 56.33446 0 0.941801 45.595964 44.346863 1.283231 0.465622
"Rv1215c" 47.706229 62.773193 1.213043 1.627622 56.731688 58.111078 2.990704 3.494652
"Rv1216c" 100.512833 92.205998 3.703225 1.045399 74.767536 80.18153 3.291915 4.708992
"Rv1217c" 96.854433 123.729053 1.563707 2.189815 89.053404 96.308136 3.009632 4.424683
"Rv1218c" 101.393011 97.27583 3.803575 5.779848 83.078446 88.256492 9.404602 7.040296
"Rv1219c" 65.938373 62.464488 9.246209 6.993864 54.448919 52.672799 15.113208 11.768436
"Rv1220c" 197.248956 273.623825 2.221 1.693933 244.842431 225.232917 3.824741 5.503395
"Rv1221" 468.197236 381.448333 187.999364 220.425143 386.936772 380.620788 138.905276 123.20037
"Rv1222" 535.277155 561.028046 132.762259 128.145642 503.933957 488.139366 111.194033 96.865928
"Rv1223" 474.080327 489.249805 40.188809 42.73487 468.9573 475.79823 50.028542 47.238643
"Rv1224" 407.245583 425.316401 19.702077 26.332959 417.881894 455.072081 30.214257 26.037802
"Rv1225c" 27.13367 35.373685 3.099188 1.981351 26.926137 29.407458 5.347877 6.623769
"Rv1226c" 41.147809 62.7516 2.793976 2.624208 47.237307 58.372016 12.31744 14.668529
"Rv1227c" 64.786813 63.255737 1.985897 2.642862 77.472486 74.821579 14.563951 19.018572
"Rv1228a" 6.57604 10.075935 1.305996 0.450603 6.359119 11.632028 1.964671 3.564418
"Rv1228" 15.07789 12.882028 1.493236 1.264595 16.855084 12.224979 4.747955 2.361906
"Rv1229c" 278.411734 304.109406 29.575864 14.705096 287.024133 287.06659 27.977717 32.451243
