"C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C5_Fe_YES_1" "C5_Fe_YES_2" "C6_Fe_YES_1" "C6_Fe_YES_2"
"Rv3548c" 794 899 127 132 744 679 234 227
"Rv3549c" 773 1036 270 310 857 847 490 563
"Rv3550" 496 777 21 15 619 454 55 46
"Rv3551" 563 785 34 40 591 583 81 90
"Rv3552" 540 707 10 16 531 564 54 68
"Rv3553" 358 742 12 26 409 548 35 61
"Rv3554" 828 1000 24 14 941 728 38 44
"Rv3555c" 774 963 31 48 830 697 26 30
"Rv3556c" 1991 2370 106 178 2217 1916 215 236
"Rv3557c" 599 776 109 132 731 674 151 147
"Rv3558" 338 479 25 19 420 350 39 35
"Rv3559c" 294 447 4 5 326 331 20 29
"Rv3560c" 374 547 18 21 518 390 26 25
"Rv3561" 587 913 11 7 695 639 23 47
"Rv3562" 484 830 5 12 613 580 39 21
"Rv3563" 246 405 5 2 292 258 22 9
"Rv3564" 209 303 9 12 265 278 11 25
"Rv3565" 316 401 1 6 350 311 15 16
"Rv3566c" 795 890 38 17 787 655 28 53
"Rv3566A" 223 259 16 8 220 167 22 18
"Rv3567c" 695 725 108 66 672 590 66 79
"Rv3568c" 2031 2050 259 190 2064 1480 176 213
"Rv3569c" 1440 1693 148 138 1448 1335 179 229
"Rv3570c" 3139 3747 393 370 3483 2804 591 548
"Rv3571" 527 487 69 66 532 443 86 84
"Rv3572" 636 680 78 130 600 479 173 168
"Rv3573c" 168 254 29 32 207 209 27 41
"Rv3574" 924 893 149 187 986 742 211 224
"Rv3575c" 739 803 10 9 891 648 17 28
"Rv3576" 1313 1390 36 32 1364 1046 75 77
"Rv3577" 1466 1703 18 21 1514 1316 38 33
"Rv3578" 655 1043 3 5 717 682 8 9
"Rv3579c" 1575 2477 36 59 1887 1629 62 71
"Rv3580c" 3609 5097 573 789 4182 3672 617 625
"Rv3581c" 5928 7236 2215 2047 6167 4656 1589 1641
"Rv3582c" 14659 16248 2286 2657 13984 11313 3008 3272
"Rv3583c" 48305 53302 9643 8557 47586 35777 11327 12122
"Rv3584" 2173 2268 191 155 2556 1856 322 250
"Rv3585" 2081 3051 58 115 2675 2408 68 79
"Rv3586" 1184 1454 51 60 1356 1155 61 90
"Rv3587c" 4439 5925 90 106 6278 4210 329 389
"Rv3588c" 1449 1548 36 39 1526 996 63 81
"Rv3589" 502 855 4 12 690 636 25 20
"Rv3590c" 471 1080 17 34 766 687 17 68
"Rv3591c" 274 430 8 2 338 305 7 6
"Rv3592" 1279 1552 76 47 1522 1079 97 75
"Rv3593" 5558 6467 155 184 5921 4704 277 262
"Rv3594" 852 1074 20 28 951 744 17 29
"Rv3595c" 1076 2023 88 74 1509 1635 112 167
"Rv3596c" 47063 52043 2490 2167 54240 42610 3405 3548
"Rv3597c" 810 1800 39 51 1275 1082 54 94
"Rv3598c" 1692 1788 59 55 2022 1467 109 89
"Rv3600c" 1737 1610 61 73 1785 1295 107 115
"Rv3601c" 794 888 30 36 882 756 47 49
"Rv3602c" 850 1202 19 59 1147 956 93 94
"Rv3603c" 1742 2629 91 200 2052 1830 165 178
"Rv3604c" 3198 4675 50 67 3854 3311 111 167
"Rv3605c" 1428 2229 90 53 1662 1613 59 95
"Rv3606c" 1368 2201 147 84 1677 1433 77 71
"Rv3607c" 997 1343 114 56 1184 1062 59 78
"Rv3608c" 2810 4324 220 154 3458 3184 166 212
"Rv3609c" 1680 1931 319 172 2078 1608 202 263
"Rv3610c" 11551 15441 2129 1841 13639 12460 1906 2279
"Rv3612c" 824 1017 1760 952 757 681 1844 2181
"Rv3613c" 727 804 1804 710 726 631 1855 1864
"Rv3614c" 6911 7979 22504 8725 8002 6195 24253 25897
"Rv3615c" 3616 4039 9283 3752 4285 2898 12971 11192
"Rv3616c" 17791 22328 35200 17585 18976 13763 48873 46813
"Rv3617" 915 859 106 110 960 751 81 111
"Rv3618" 856 921 52 49 748 668 70 73
"Rv3619c" 92 98 6 6 86 63 6 6
"Rv3620c" 65 84 5 1 88 79 2 5
"Rv3621c" 116 135 5 7 144 112 12 10
"Rv3622c" 21 15 1 0 20 12 2 0
"Rv3623" 861 982 65 86 1034 702 93 64
"Rv3624c" 2482 2711 69 50 2846 2063 124 122
"Rv3625c" 464 740 41 21 594 419 67 84
"Rv3626c" 2031 2452 139 87 2319 2048 233 263
"Rv3627c" 2911 4282 170 192 3628 3132 462 556
"Rv3628" 386 403 51 36 471 338 66 60
"Rv3629c" 992 1099 47 26 1128 746 78 58
"Rv3630" 1172 1683 16 26 1471 1317 29 49
"Rv3631" 1092 1236 16 15 1171 858 38 24
"Rv3632" 717 692 14 12 893 604 27 25
"Rv3633" 3257 2630 522 371 3412 2308 893 830
"Rv3634c" 855 985 32 22 1025 851 65 68
"Rv3635" 734 898 23 12 875 675 45 25
"Rv3638" 13 20 1 2 14 13 2 2
"Rv3639c" 3 7 0 2 7 7 4 1
"Rv3640c" 120 123 15 37 87 92 23 33
"Rv3641c" 1093 1159 131 130 1047 844 187 154
"Rv3642c" 93 174 19 14 125 98 20 15
"Rv3643" 2 6 0 0 4 2 0 0
"Rv3644c" 969 1456 213 228 1196 978 234 184
"Rv3645" 6184 7281 664 523 6811 5432 736 846
"Rv3646c" 10374 11863 303 358 12522 10176 560 554
"Rv3647c" 2937 5883 58 96 3775 4095 129 141
"Rv3648c" 46815 50665 749 619 55557 38702 1261 1159
"Rv3649" 489 808 12 10 661 531 18 7
"Rv3650" 77 108 3 2 65 67 9 1
"Rv3651" 2330 2320 36 22 2425 1878 69 84
"Rv3652" 139 241 9 5 188 143 9 12
"Rv3653" 17 39 0 0 22 32 0 0
"Rv3654c" 59 154 2 3 92 100 3 7
"Rv3655c" 87 149 0 2 86 73 5 2
"Rv3656c" 18 37 2 0 25 29 1 0
"Rv3657c" 51 170 0 7 70 117 4 3
"Rv3658c" 300 761 14 23 496 410 26 44
"Rv3659c" 697 1299 87 117 862 930 119 148
"Rv3660c" 2131 3611 870 1332 2469 2491 1104 1344
"Rv3661" 3041 3220 240 196 3158 2258 273 270
"Rv3662c" 171 341 1 5 219 273 4 3
"Rv3663c" 1339 1947 14 16 1529 1523 17 40
"Rv3664c" 514 618 2 2 555 487 6 11
"Rv3665c" 365 413 3 1 413 354 6 11
"Rv3666c" 784 1009 22 3 928 811 25 24
"Rv3667" 1777 1870 69 24 2087 1688 113 82
"Rv3668c" 716 772 126 114 734 571 128 122
"Rv3669" 1034 1101 33 25 1116 1015 73 62
"Rv3670" 391 505 5 11 469 333 20 10
"Rv3671c" 3049 3765 50 37 3499 3142 67 92
"Rv3672c" 1916 2599 25 25 2361 2239 57 72
"Rv3673c" 1721 3065 45 70 2270 2117 67 103
"Rv3674c" 1163 1274 156 135 1289 1097 188 150
"Rv3675" 525 472 304 180 546 331 204 219
"Rv3676" 4378 4217 484 375 4761 3327 670 627
"Rv3677c" 2774 3273 77 46 2759 2415 123 127
"Rv3678A" 225 295 7 8 241 240 6 9
"Rv3678c" 2669 3623 35 49 3075 2546 66 91
"Rv3679" 6418 6591 2042 1646 7095 5027 2746 2280
"Rv3680" 8903 9974 1047 1039 10156 7570 2012 1927
"Rv3681c" 657 677 243 218 693 526 308 272
"Rv3682" 14885 18202 816 846 17706 15356 1247 1243
"Rv3683" 3206 3772 236 245 3490 3044 346 298
"Rv3684" 3056 3387 132 111 3125 2273 187 166
"Rv3685c" 2809 3348 142 178 3025 2135 230 243
"Rv3686c" 1758 1765 250 224 1763 1179 266 251
"Rv3687c" 1142 1129 63 45 1069 817 63 93
"Rv3688c" 2076 2397 93 73 2285 1807 100 109
"Rv3689" 2210 3531 78 76 3083 2722 138 176
"Rv3690" 708 938 22 17 747 636 30 23
"Rv3691" 966 1233 23 16 1126 822 24 35
"Rv3692" 1840 2816 34 29 2217 1918 52 67
"Rv3693" 1202 1937 6 12 1435 1151 27 31
"Rv3694c" 6210 7238 102 65 6692 5108 222 239
"Rv3695" 1952 2155 35 39 2186 1718 86 112
"Rv3696c" 2128 2363 45 46 2279 1734 88 97
"Rv3697A" 242 314 11 15 276 263 23 20
"Rv3697c" 530 532 41 34 532 360 98 85
"Rv3698" 981 1001 31 23 886 722 58 45
"Rv3699" 2292 2563 95 104 2648 2089 338 380
"Rv3700c" 653 999 28 6 783 660 36 33
"Rv3701c" 1521 2073 43 44 1768 1550 85 94
"Rv3702c" 867 1258 35 37 887 936 49 67
"Rv3703c" 1310 1932 45 25 1576 1330 84 134
"Rv3704c" 2432 3291 186 136 2588 2349 280 332
"Rv3705A" 243 340 29 29 328 258 38 38
"Rv3705c" 1060 1270 128 123 1085 918 165 187
"Rv3706c" 423 565 12 32 553 336 22 18
"Rv3707c" 756 1441 25 33 1154 1160 72 84
"Rv3708c" 4489 6536 97 75 5404 4361 344 422
"Rv3709c" 9278 11470 146 137 10308 8883 580 608
"Rv3710" 8826 10830 918 946 9202 7719 1989 1915
"Rv3711c" 7090 8689 161 111 8667 7027 316 391
"Rv3712" 393 735 13 30 620 637 28 33
"Rv3713" 606 758 23 23 715 582 44 53
"Rv3714c" 829 938 37 34 918 731 61 51
"Rv3715c" 2051 2022 133 112 2197 1572 213 170
"Rv3716c" 1526 1634 120 86 1772 1248 142 128
"Rv3717" 1969 2089 43 21 1888 1416 44 60
"Rv3718c" 347 380 11 8 396 320 12 17
"Rv3719" 5596 5551 729 408 5479 4216 1040 989
"Rv3720" 5512 5868 702 357 5727 4023 824 840
"Rv3721c" 2525 3244 113 92 3029 2638 158 176
"Rv3722c" 7828 7303 369 290 8079 5901 769 658
"Rv3723" 4142 4511 238 207 4884 3878 589 627
"Rv3725" 4133 4228 154 135 4505 3058 112 136
"Rv3726" 3404 3912 72 82 3723 2716 153 139
"Rv3727" 1099 1204 68 35 1084 856 75 59
"Rv3728" 2170 4278 31 35 2728 3016 61 73
"Rv3729" 1494 1621 176 167 1650 1244 262 206
"Rv3730c" 524 650 9 9 596 528 19 32
"Rv3731" 374 495 16 9 455 350 35 21
"Rv3732" 1624 1635 84 50 1645 1161 130 145
"Rv3733c" 801 893 149 77 880 565 136 149
"Rv3734c" 2510 2443 433 239 2675 1742 450 507
"Rv3735" 1268 1192 324 133 1272 884 165 166
"Rv3736" 613 715 144 85 622 499 106 143
"Rv3737" 1756 2278 75 58 2147 1516 114 114
"Rv3738c" 384 464 16 15 369 259 18 5
"Rv3739c" 123 189 14 13 87 105 8 4
"Rv3740c" 1896 2245 183 295 1379 1219 95 74
"Rv3741c" 855 845 146 164 579 478 33 39
"Rv3742c" 941 851 221 269 604 465 86 66
"Rv3743c" 58 51 54 82 47 47 6 15
"Rv3744" 558 586 101 88 513 371 131 87
"Rv3745c" 24 13 20 9 12 19 7 3
"Rv3746c" 128 120 254 141 89 98 61 67
"Rv3747" 1060 1011 24 22 1154 885 49 57
"Rv3748" 887 854 23 13 941 598 35 47
"Rv3749c" 1013 933 151 135 892 685 336 247
"Rv3750c" 2084 2130 466 318 2077 1682 696 524
"Rv3752c" 190 345 10 16 204 142 9 15
"Rv3753c" 796 918 71 57 942 786 108 105
"Rv3754" 769 778 22 25 752 607 52 60
"Rv3755c" 2524 3179 305 162 2582 2170 241 270
"Rv3756c" 2918 3794 16 23 3164 2827 20 38
"Rv3757c" 2081 3094 7 7 2321 1966 25 36
"Rv3758c" 3936 4819 28 41 4084 3150 86 102
"Rv3759c" 4060 4644 60 45 4298 3366 148 150
"Rv3760" 804 716 53 32 868 523 70 50
"Rv3761c" 714 838 11 7 762 663 23 24
"Rv3762c" 1263 1475 46 39 1374 1129 76 90
"Rv3763" 3573 3716 115 144 4225 2897 319 255
"Rv3764c" 722 909 39 42 764 618 56 68
"Rv3765c" 439 558 31 22 517 386 29 40
"Rv3766" 738 827 36 19 789 589 54 31
"Rv3767c" 1096 1180 215 194 1237 877 266 241
"Rv3768" 186 212 18 10 200 163 15 13
"Rv3769" 1569 1648 161 122 1608 1116 253 193
"Rv3770c" 510 683 23 31 572 387 59 68
"Rv3771c" 304 421 86 81 359 241 92 86
"Rv3772" 807 962 22 11 919 768 49 54
"Rv3773c" 480 485 37 26 511 358 22 29
"Rv3774" 6123 6711 40 56 7327 5271 129 117
"Rv3775" 2068 2118 18 27 2158 1712 58 68
"Rv3776" 624 881 197 175 805 654 92 115
"Rv3777" 1627 1919 123 92 2006 1433 98 106
"Rv3778c" 2576 3177 434 526 3085 2136 350 355
"Rv3779" 1993 2231 93 81 2116 1637 177 190
"Rv3780" 1382 1440 55 43 1552 1040 112 97
"Rv3781" 1672 1677 60 31 1731 1271 99 108
"Rv3782" 4155 4508 109 98 4122 3188 239 204
"Rv3783" 3131 3180 60 46 3186 2195 111 105
"Rv3784" 1429 1542 47 27 1313 1110 41 51
"Rv3785" 2521 3201 184 146 2502 1925 218 205
"Rv3786c" 934 1027 38 38 1059 788 64 94
"Rv3787c" 223 305 9 5 260 165 11 14
"Rv3788" 248 272 60 54 323 209 98 90
"Rv3789" 212 236 26 31 211 168 39 21
"Rv3790" 888 984 52 55 1021 780 71 79
"Rv3791" 1084 1108 19 23 1185 774 26 34
"Rv3792" 892 1225 10 14 1001 859 14 25
"Rv3793" 3771 5348 35 44 4340 4008 56 79
"Rv3794" 6753 8998 41 74 8488 7806 126 151
"Rv3795" 6283 8079 43 37 6769 5450 94 119
"Rv3796" 703 718 26 25 682 517 44 39
"Rv3797" 772 842 32 30 920 769 62 64
"Rv3798" 4 11 0 0 23 6 0 0
"Rv3799c" 24787 29073 1070 610 27377 21364 977 1144
"Rv3800c" 53925 74175 4875 4071 65155 56211 3818 5072
"Rv3801c" 30617 34658 2907 2784 34801 27817 4175 4046
"Rv3802c" 5173 5418 911 682 5000 4348 894 791
"Rv3803c" 4618 5774 247 415 5470 4856 433 525
"Rv3804c" 28323 35823 1209 1967 34725 32128 2735 2861
"Rv3805c" 11512 14465 87 75 12335 11239 110 198
"Rv3806c" 6038 7080 41 44 6267 5389 68 120
"Rv3807c" 1539 2369 11 20 1887 1721 15 28
"Rv3808c" 7223 8427 174 156 8020 6804 242 294
"Rv3809c" 1284 1393 154 154 1348 1006 121 120
"Rv3810" 3242 6624 199 211 4449 4669 211 245
"Rv3811" 9617 11199 309 228 10848 8882 542 491
"Rv3812" 1439 1717 30 17 1436 1131 79 53
"Rv3813c" 1168 1409 83 56 1333 1042 74 99
"Rv3814c" 1609 1823 93 58 1927 1546 144 145
"Rv3815c" 1920 2234 149 111 2159 1903 155 181
"Rv3816c" 3592 3977 222 137 4088 3205 257 283
"Rv3817" 709 735 33 22 647 448 31 31
"Rv3818" 2157 2173 90 58 2412 1823 110 76
"Rv3819" 384 385 16 11 388 284 12 18
"Rv3820c" 533 490 27 10 604 432 29 26
"Rv3821" 2551 2621 193 114 2628 1888 209 198
"Rv3822" 5361 6336 367 282 5530 4484 629 509
"Rv3823c" 8710 8758 364 273 8563 6410 470 468
"Rv3824c" 2202 2295 143 99 2341 1807 194 212
"Rv3825c" 23911 27145 3016 3298 26603 22609 3535 3918
"Rv3826" 1358 1367 130 103 1436 1095 170 127
"Rv3827c" 2897 2992 108 71 3217 2507 131 149
"Rv3828c" 638 745 19 23 708 592 21 26
"Rv3829c" 607 600 33 25 677 508 23 23
"Rv3830c" 87 74 18 26 104 83 16 10
"Rv3831" 246 255 9 9 259 194 17 11
"Rv3832c" 93 66 24 25 105 48 30 21
"Rv3833" 230 276 48 90 249 169 106 66
"Rv3834c" 288 373 12 15 415 356 16 19
"Rv3835" 1886 2611 101 127 2241 2109 158 188
"Rv3836" 407 488 19 27 511 404 17 21
"Rv3837c" 1849 2366 405 389 2198 2098 229 275
"Rv3838c" 1510 2288 100 97 1974 1636 141 175
"Rv3839" 48 47 938 850 27 16 15 8
"Rv3840" 62 45 95 116 60 49 10 4
"Rv3841" 87272 104402 79 104 145500 107636 9774 9067
"Rv3842c" 2521 3132 367 307 2240 1803 265 299
"Rv3843c" 4375 7254 1132 803 4463 4548 698 949
"Rv3844" 0 0 0 0 0 0 0 0
"Rv3845" 57 94 1 2 84 73 6 2
"Rv3846" 2400 2188 145 81 2640 1911 312 304
"Rv3847" 2942 2885 198 119 2890 2096 443 406
"Rv3848" 2341 3039 459 533 2188 1973 1399 1427
"Rv3849" 3823 4712 238 179 4585 3011 335 274
"Rv3850" 881 1072 39 52 1079 804 83 68
"Rv3851" 81 96 3 4 86 78 4 5
"Rv3852" 1299 1026 28 36 1466 1120 80 72
"Rv3853" 1153 1030 26 25 1371 972 108 112
"Rv3854c" 22758 20409 2870 2261 19287 13837 7073 5747
"Rv3855" 3605 4150 216 266 3368 2824 782 802
"Rv3856c" 4070 4841 578 368 4028 3279 497 595
"Rv3857c" 710 729 36 17 659 581 50 42
"Rv3858c" 7692 8081 504 320 7718 5942 667 693
"Rv3859c" 27892 27446 2807 1558 29213 21931 4021 4141
"Rv3860" 302 344 25 10 336 253 29 29
"Rv3861" 18 18 3 0 16 14 3 0
"Rv3862c" 336 394 5 8 381 257 3 4
"Rv3863" 2851 3569 55 45 3011 2496 51 60
"Rv3864" 10688 11111 698 681 10939 9378 1175 1258
"Rv3865" 2200 2375 213 180 2389 2087 256 212
"Rv3866" 5193 6225 497 419 5849 4431 600 642
"Rv3867" 5421 5683 522 492 5430 4446 770 803
"Rv3868" 15600 17788 1326 1161 16627 13329 1856 1979
"Rv3869" 15680 18591 963 704 15946 12920 2291 2376
"Rv3870" 39653 42068 2339 1570 38718 30000 4638 4918
"Rv3871" 19757 20289 1321 890 21091 15934 2562 2871
"Rv3872" 3644 4697 159 142 3777 3457 288 340
"Rv3873" 8162 10891 369 371 8922 7656 803 911
"Rv3874" 23292 30755 573 444 29029 16375 1296 1315
"Rv3875" 22214 23762 924 612 24800 17948 2087 2288
"Rv3876" 5484 6560 425 334 6313 5304 605 570
"Rv3877" 7121 8066 416 282 7657 5738 491 476
"Rv3878" 2418 2906 298 276 2556 2056 482 456
"Rv3879c" 8034 13680 1312 1432 10095 11202 1264 1731
"Rv3880c" 1313 1581 272 198 1445 1132 216 221
"Rv3881c" 7768 9938 1273 1114 9129 7627 1096 1273
"Rv3882c" 4603 6607 58 58 5550 5288 148 177
"Rv3883c" 3747 6125 40 61 4725 4388 187 221
"Rv3884c" 3388 3373 41 26 3321 2417 69 98
"Rv3885c" 1903 2166 31 13 2093 1699 31 41
"Rv3886c" 1048 1818 20 19 1303 1464 27 43
"Rv3887c" 1877 2253 31 33 1954 1772 54 61
"Rv3888c" 1954 2130 48 40 2200 1849 71 65
"Rv3889c" 725 857 22 22 752 622 32 42
"Rv3890c" 941 1018 30 19 1057 753 47 45
"Rv3891c" 475 577 36 27 644 520 34 24
"Rv3892c" 179 299 5 12 211 221 21 27
"Rv3893c" 272 370 10 10 329 265 13 8
"Rv3894c" 4653 5394 160 150 5081 4069 252 333
"Rv3895c" 545 1104 31 26 714 825 43 69
"Rv3896c" 734 1064 77 121 910 837 139 149
"Rv3897c" 439 839 12 29 627 557 35 52
"Rv3898c" 610 969 21 35 851 774 57 89
"Rv3899c" 289 697 5 8 459 452 11 17
"Rv3900c" 1389 1995 27 32 1610 1684 65 45
"Rv3901c" 417 447 27 20 427 371 38 24
"Rv3902c" 399 390 24 21 351 322 43 56
"Rv3903c" 467 714 8 8 602 590 6 20
"Rv3904c" 31 67 2 0 42 42 4 1
"Rv3905c" 22 30 1 3 27 32 1 7
"Rv3906c" 492 676 40 68 616 453 62 69
"Rv3907c" 1540 1943 50 55 1852 1420 89 133
"Rv3908" 1785 2301 73 55 2231 1680 104 109
"Rv3909" 3336 4946 46 56 4289 3782 138 151
"Rv3910" 8059 10804 139 172 10156 7848 211 269
"Rv3911" 293 302 0 6 264 156 5 4
"Rv3912" 118 155 10 10 174 128 15 15
"Rv3913" 1140 1300 176 146 1390 1082 202 203
"Rv3914" 960 800 95 57 1068 705 65 65
"Rv3915" 4900 5259 352 275 5610 3871 425 441
"Rv3916c" 2804 2941 644 557 2704 1970 1096 1075
"Rv3917c" 9631 9894 583 386 10399 7488 691 761
"Rv3918c" 5638 5744 67 94 6086 4505 142 99
"Rv3919c" 4659 5621 120 118 5126 4479 121 124
"Rv3920c" 9320 10151 165 159 10667 7995 190 210
"Rv3921c" 15373 16393 441 452 18067 13155 617 539
"Rv3922c" 1684 1946 70 115 1879 1556 106 139
"Rv3923c" 1564 1779 78 122 1850 1309 141 127
"Rv3924c" 384 362 49 47 478 293 42 28
